player_id,i_id,Player
320,3449,Darius Jackson
614,3449,Pat O'Connor
988,3449,Maxx Crosby
323,11185,Will Parks
355,11185,Scooby Wright III
773,11185,Dane Cruikshank
1114,11185,P.J. Johnson
324,11751,Travis Feeney
341,11751,Dwayne Washington
367,11751,John Ross
392,11751,Kevin King
395,11751,Budda Baker
402,11751,Sidney Jones
577,11751,Elijah Qualls
629,11751,Vita Vea
662,11751,Dante Pettis
740,11751,Will Dissly
838,11751,Azeem Victor
839,11751,Keishawn Bierria
910,11751,Kaleb McGary
913,11751,Byron Murphy
932,11751,Drew Sample
941,11751,Taylor Rapp
1016,11751,Greg Gaines
1025,11751,Ben Burr-Kirven
1055,11751,Jordan Miller
1119,11751,Myles Gaskin
1264,11751,Jacob Eason
1303,11751,Nick Harris
331,11256,Jonathan Woodard
818,11256,Tremon Smith
332,11915,Stephen Weatherly
416,11915,Zach Cunningham
519,11915,Will Holden
707,11915,Oren Burks
925,11915,Joejuan Williams
1067,11915,Justin Skule
333,10253,Riley Dixon
858,10253,Zaire Franklin
1130,10253,Chris Slayton
1291,10253,Alton Robinson
1373,10253,Sterling Hofrichter
340,9504,Lac Edwards
675,9504,P.J. Hall
353,11362,Austin Blythe
464,11362,C.J. Beathard
470,11362,Jaleel Johnson
508,11362,George Kittle
513,11362,Desmond King
657,11362,James Daniels
663,11362,Josh Jackson
726,11362,Josey Jewell
887,11362,T.J. Hockenson
899,11362,Noah Fant
989,11362,Anthony Nelson
998,11362,Amani Hooker
1152,11362,Tristan Wirfs
1194,11362,A.J. Epenesa
1218,11362,Michael Ojemudia
1364,11362,Geno Stone
1389,11362,Nate Stanley
357,7096,Beau Sandland
360,11497,Mitchell Trubisky
462,11497,Nazair Jones
479,11497,Mack Hollins
494,11497,Ryan Switzer
541,11497,T.J. Logan
606,11497,Elijah Hood
671,11497,M.J. Stewart
857,11497,Andre Smith
878,11497,Austin Proehl
1056,11497,Cole Holcomb
1268,11497,Charlie Heck
1297,11497,Jason Strowbridge
372,11713,Derek Barnett
427,11713,Alvin Kamara
454,11713,Cameron Sutton
485,11713,Jalen Reeves-Maybin
489,11713,Josh Malone
496,11713,Joshua Dobbs
704,11713,Rashaan Gaulden
798,11713,John Kelly
820,11713,Kahlil McKenzie
1188,11713,Darrell Taylor
1362,11713,Jauan Jennings
396,3416,Zay Jones
403,11671,Gerald Everett
415,2286,Obi Melifonwu
802,2286,Folorunso Fatukasi
1240,2286,Matt Peart
419,11269,Chidobe Awuzie
426,11269,Ahkello Witherspoon
472,11269,Tedric Thompson
610,11269,Jordan Carrell
676,11269,Isaiah Oliver
1071,11269,Juwann Winfree
1182,11269,Laviska Shenault Jr.
1244,11269,Davion Taylor
1371,11269,Arlington Hambright
425,11496,Larry Ogunjobi
963,11496,Nate Davis
1243,11496,Alex Highsmith
1271,11496,Cameron Clark
429,3461,Cooper Kupp
486,3461,Samson Ebukam
440,7979,Tarell Basham
510,7979,Blair Brown
850,7979,Quentin Poling
443,12554,Derek Rivers
529,12554,Avery Moss
445,10974,Antonio Garcia
446,11717,Kareem Hunt
488,11717,Michael Roberts
608,11717,Treyvon Hester
872,11717,Logan Woodside
947,11717,Diontae Johnson
1069,11717,Ka'dar Hollman
450,11257,Shaquill Griffin
647,11257,Mike Hughes
710,11257,Tre'Quan Smith
717,11257,Jordan Akins
762,11257,Shaquem Griffin
938,11257,Trysten Hill
1270,11257,Gabriel Davis
456,7777,Kenny Golladay
935,7777,Max Scharping
1059,7777,Sutton Smith
458,4355,Chad Williams
460,4015,Jonnu Smith
843,4015,Alex McGough
1267,4015,James Morgan
1366,4015,Stantley Thomas-Oliver
461,5993,Brendan Langley
463,3990,Trey Hendrickson
955,3990,Devin Singletary
1107,3990,Kerrith Whyte Jr
1257,3990,Harrison Bryant
480,7689,Tarik Cohen
684,7689,Brandon Parker
1110,7689,Darryl Johnson
483,9521,Nico Siragusa
493,9521,Donnel Pumphrey
511,9521,Damontae Kazee
644,9521,Rashaad Penny
860,9521,Nick Bawden
967,9521,Kahale Warring
1299,9521,Keith Ismael
491,1582,Julie'n Davenport
504,11684,Marlon Mack
532,11684,Rodney Adams
575,11684,Kofi Amichia
709,11684,Deadrin Senat
795,11684,Marquez Valdes-Scantling
518,11779,Brian Hill
562,11779,Chase Roullier
624,11779,Josh Allen
1075,11779,Marcus Epps
1206,11779,Logan Wilson
1348,11779,Cassh Maluia
527,11654,Jamal Agnew
530,12163,Marquel Lee
672,12163,Jessie Bates III
799,12163,Duke Ejiofor
1006,12163,Phil Haynes
1321,12163,Justin Strnad
1339,12163,Justin Herron
536,3280,Eric Saubert
544,11715,Aaron Jones
652,11715,Will Hernandez
551,11399,Elijah McGuire
701,11399,Tracy Walker
810,11399,Simeon Thomas
1179,11399,Robert Hunt
1277,11399,Kevin Dotson
1390,11399,Raymond Calais
552,10986,Tanzel Smart
801,10986,Parry Nickerson
840,10986,Ade Aruna
1106,10986,Donnie Lewis Jr.
1316,10986,Darnell Mooney
1382,10986,Thakarius Keyes
566,2560,De'Angelo Henderson
572,4288,Robert Davis
580,10793,Corey Levin
595,468,Jylan Ware
902,468,Tytus Howard
615,11162,Mason Schreck
651,11481,Austin Corbett
658,9934,Courtland Sutton
867,9934,Justin Lawler
879,9934,Trey Quinn
1345,9934,James Proche
667,9819,Dallas Goedert
1108,9819,Jordan Brown
736,11369,Dorance Armstrong Jr.
1324,11369,Hakeem Adeniji
741,12234,Taron Johnson
752,7615,Jaleel Scott
1315,7615,Jason Huntley
755,10145,John Franklin-Myers
765,11536,Justin Watson
766,11293,Bilal Nichols
940,11293,Nasir Adderley
775,5483,Siran Neal
822,12510,Foyesade Oluokun
834,12162,Greg Senat
852,10786,Jason Sanders
866,12296,Keion Crossen
871,9863,Kendall Donnerson
1073,9863,Drew Forbes
885,3292,Daniel Jones
954,5388,David Montgomery
985,5388,Hakeem Butler
965,12302,Khalen Saunders
976,8011,Oshane Ximines
1068,8011,Travis Fulgham
979,7214,Quincy Williams
1047,10456,E.J. Speed
1058,2032,KeeSean Johnson
1261,2032,Mykal Walker
1325,2032,Netane Muti
1077,3542,Oli Udoh
1092,1436,Scott Miller
1112,5491,Jimmy Moreland
1376,5491,Ben DiNucci
1115,8585,Quinton Bell
1129,11355,Kaden Elliss
1133,7134,Joshua Miles
1135,11092,Austin Cutting
1204,9927,Jeremy Chinn
1246,11291,Adam Trautman
1258,28760,Ben Bartch
1265,11728,Reggie Robinson II
1298,11728,Trevis Gipson
1284,6128,Antonio Gandy-Golden
1292,1165,Danny Pinter
1302,6684,Justin Rohrwasser
1388,6684,Chris Jackson
1314,11639,Isaiah Coulter
1372,10507,Lachavious Simmons
1393,6897,Sam Sloman
