i_id,wranking,nranking,year
8550,301,4,2016
8553,301,6,2020
8553,301,6,2019
8553,201,2,2018
8553,201,1,2017
8553,301,4,2016
8559,501,2,2020
8575,801,182,2020
8575,801,182,2019
8603,801,3,2020
8603,801,3,2019
8606,6,5,2020
8606,6,5,2019
8606,6,5,2018
8606,6,5,2017
8606,6,5,2016
8651,79,36,2020
8651,72,35,2019
8651,70,34,2018
8651,77,38,2017
8651,63,35,2016
8656,401,10,2020
8656,401,9,2019
8656,401,10,2016
8672,601,1,2020
8673,401,50,2020
8673,401,40,2019
8674,701,103,2020
8675,801,2,2020
8675,801,2,2019
8679,201,21,2020
8679,151,17,2019
8679,151,17,2018
8679,151,18,2017
8679,151,16,2016
8680,201,10,2020
8680,301,13,2019
8680,201,10,2018
8680,201,9,2017
8680,201,7,2016
8681,401,35,2020
8681,301,27,2019
8681,301,29,2018
8681,301,29,2017
8681,301,29,2016
8683,301,16,2020
8683,301,16,2019
8683,201,10,2018
8683,201,11,2017
8683,201,9,2016
8685,701,103,2020
8777,301,16,2020
8777,301,16,2019
8777,301,16,2018
8777,401,22,2017
8777,401,22,2016
8820,201,11,2020
8820,201,11,2019
8820,201,15,2018
8820,201,16,2017
8820,201,15,2016
8834,101,5,2020
8834,101,5,2019
8834,101,5,2018
8834,101,5,2017
8834,101,4,2016
8933,601,85,2020
8933,701,91,2019
8936,401,115,2020
8936,301,95,2019
8936,401,120,2016
8949,901,9,2020
8950,101,42,2020
8950,95,41,2019
8950,70,34,2018
8950,74,37,2017
8950,72,38,2016
8972,901,18,2020
8972,901,19,2019
8975,901,34,2020
9016,43,26,2020
9016,35,24,2019
9016,30,22,2018
9016,36,25,2017
9016,37,26,2016
9036,901,43,2019
9070,701,46,2020
9070,501,37,2019
9075,501,134,2020
9075,501,138,2019
9075,401,118,2018
9075,401,120,2017
9075,301,99,2016
9079,801,182,2020
9079,801,182,2019
9080,101,42,2020
9080,101,46,2019
9080,101,47,2018
9080,79,39,2017
9080,96,48,2016
9082,901,27,2020
9082,901,27,2019
9366,701,176,2020
9366,701,172,2019
9392,501,31,2020
9392,501,31,2019
9442,401,115,2020
9442,401,117,2019
9442,401,118,2018
9442,301,100,2017
9442,401,120,2016
9466,301,2,2020
9466,301,2,2019
9466,301,2,2018
9466,301,2,2017
9466,301,2,2016
9474,801,25,2020
9474,601,18,2019
9521,401,115,2020
9521,501,138,2019
9521,401,120,2016
9593,151,1,2020
9593,151,1,2019
9593,201,2,2018
9593,151,1,2017
9593,151,1,2016
9613,701,23,2020
9649,401,11,2020
9649,401,11,2019
9649,401,12,2016
9666,701,32,2019
9670,501,12,2020
9670,701,22,2019
9677,901,4,2020
9677,901,4,2019
9681,101,1,2020
9681,101,1,2019
9681,101,1,2018
9681,101,1,2017
9681,101,1,2016
9694,601,85,2020
9694,701,91,2019
9695,901,11,2019
9696,701,6,2020
9696,701,7,2019
9697,801,121,2020
9697,901,121,2019
9698,151,14,2020
9698,201,18,2019
9698,301,24,2018
9698,301,19,2017
9698,301,19,2016
9699,801,107,2019
9700,401,50,2020
9701,63,4,2020
9701,82,4,2019
9701,101,4,2018
9701,101,3,2017
9701,101,3,2016
9702,901,132,2020
9703,301,33,2020
9703,401,40,2019
9703,401,36,2018
9704,401,50,2020
9704,501,59,2019
9705,901,132,2020
9706,601,85,2020
9706,601,73,2019
9707,501,2,2020
9707,401,2,2019
9725,201,23,2020
9725,301,28,2019
9734,701,20,2020
9734,601,18,2019
9736,701,6,2020
9736,901,11,2019
9737,901,34,2020
9737,901,34,2019
9745,801,121,2020
9745,801,107,2019
9746,151,14,2020
9746,151,9,2019
9746,151,8,2018
9746,151,7,2017
9746,201,10,2016
9765,301,13,2020
9765,301,13,2019
9765,301,13,2018
9765,401,18,2017
9765,401,17,2016
9770,901,4,2020
9770,801,3,2019
9789,901,1,2019
9791,901,31,2020
9791,901,30,2019
9802,201,10,2016
9803,151,14,2020
9803,151,9,2019
9803,201,13,2018
9803,201,10,2017
9804,39,3,2020
9804,44,2,2019
9804,36,1,2018
9812,401,50,2020
9812,701,91,2019
9813,501,72,2020
9813,701,91,2019
9814,151,14,2020
9814,201,18,2019
9814,201,13,2018
9814,201,10,2017
9814,201,10,2016
9819,801,182,2020
9867,101,7,2020
9867,151,9,2019
9867,201,13,2018
9867,201,10,2017
9867,201,10,2016
9926,901,32,2020
9926,901,32,2019
9932,501,72,2020
9932,501,59,2019
9934,501,134,2020
9934,501,138,2019
9949,301,33,2020
9949,401,40,2019
9973,601,85,2020
9973,601,73,2019
9977,901,132,2020
9982,401,50,2020
9982,501,59,2019
10047,501,37,2019
10047,401,35,2018
10047,401,35,2017
10047,401,34,2016
10048,501,37,2020
10107,2,2,2020
10107,2,2,2019
10107,2,2,2018
10107,2,2,2017
10107,2,2,2016
10131,601,155,2020
10131,501,138,2019
10140,401,3,2020
10140,401,3,2019
10140,401,3,2018
10140,401,3,2017
10140,401,3,2016
10154,901,191,2020
10154,701,172,2019
10163,401,10,2020
10163,401,10,2019
10163,401,10,2018
10163,401,11,2017
10163,401,11,2016
10164,69,2,2020
10164,73,3,2019
10164,77,3,2018
10164,74,3,2017
10164,81,3,2016
10169,201,66,2020
10169,201,67,2019
10169,301,96,2018
10169,201,71,2017
10169,201,72,2016
10219,801,1,2019
10228,101,7,2020
10228,101,5,2019
10228,101,4,2018
10228,151,7,2017
10228,151,7,2016
10231,201,2,2020
10231,151,2,2019
10231,151,2,2018
10231,201,2,2017
10231,151,2,2016
10241,601,44,2020
10241,401,35,2019
10242,601,155,2020
10242,701,172,2019
10245,301,7,2020
10245,301,7,2019
10245,201,6,2018
10245,201,6,2017
10245,201,6,2016
10247,201,9,2020
10247,301,16,2019
10247,301,16,2018
10247,301,15,2017
10247,401,22,2016
10248,83,4,2020
10248,78,4,2019
10248,81,4,2018
10248,76,4,2017
10248,92,4,2016
10249,19,1,2019
10249,19,1,2018
10249,19,1,2017
10249,19,1,2016
10253,601,155,2020
10253,601,156,2019
10427,201,11,2020
10427,201,11,2019
10427,151,8,2018
10427,151,8,2017
10427,151,9,2016
10443,601,8,2020
10443,701,9,2019
10444,701,103,2020
10444,701,91,2019
10455,501,2,2020
10455,501,4,2019
10483,401,25,2020
10483,501,31,2019
10483,401,29,2018
10483,401,27,2017
10483,401,28,2016
10484,57,3,2019
10484,48,2,2018
10484,50,2,2017
10484,47,1,2016
10485,301,20,2020
10485,301,22,2019
10485,301,21,2018
10485,401,27,2017
10485,301,22,2016
10486,601,36,2020
10486,501,31,2019
10487,151,3,2020
10487,101,3,2019
10487,151,3,2018
10487,151,3,2017
10487,151,3,2016
10488,801,46,2020
10488,501,31,2019
10489,54,2,2020
10490,101,2,2020
10490,85,1,2019
10490,77,1,2018
10490,93,1,2017
10490,69,1,2016
10492,501,2,2020
10492,401,2,2019
10494,151,4,2020
10494,151,4,2019
10494,151,4,2018
10494,151,4,2017
10494,151,4,2016
10498,301,95,2020
10498,301,95,2019
10498,301,96,2018
10498,301,100,2017
10498,301,99,2016
10551,151,57,2020
10551,151,59,2019
10551,151,59,2018
10551,101,49,2017
10551,101,51,2016
10578,401,115,2020
10578,501,138,2019
10578,401,118,2018
10578,401,120,2016
10637,67,3,2020
10637,76,4,2019
10637,69,4,2018
10637,97,6,2017
10637,77,3,2016
10645,101,1,2020
10645,101,1,2019
10645,151,2,2018
10645,151,2,2017
10645,201,2,2016
10654,401,115,2020
10674,801,7,2020
10674,701,6,2019
10683,301,95,2020
10683,201,67,2019
10683,201,70,2018
10683,301,100,2017
10683,301,99,2016
10684,801,25,2020
10684,701,23,2019
10703,101,2,2020
10703,101,2,2019
10703,95,2,2018
10703,101,2,2017
10703,87,2,2016
10704,201,3,2020
10704,201,3,2019
10704,201,3,2018
10704,201,3,2017
10704,301,5,2016
10705,301,5,2020
10705,201,3,2019
10705,201,3,2018
10705,201,3,2017
10705,201,2,2016
10709,22,4,2016
10721,901,9,2020
10721,801,7,2019
10728,101,42,2020
10728,100,45,2019
10728,94,44,2018
10728,80,40,2017
10728,79,42,2016
10729,701,46,2020
10729,701,47,2019
10736,801,55,2020
10736,701,47,2019
10763,701,103,2020
10769,151,8,2020
10769,101,8,2019
10769,101,7,2018
10769,101,7,2017
10769,101,7,2016
10770,901,191,2020
10770,801,182,2019
10772,501,134,2020
10772,501,138,2019
10774,201,1,2020
10774,201,1,2019
10774,201,1,2018
10774,201,1,2017
10774,151,1,2016
10775,151,6,2020
10775,151,6,2019
10775,151,7,2018
10775,151,6,2017
10775,201,7,2016
10776,301,29,2020
10776,301,27,2019
10776,301,29,2018
10776,201,21,2017
10776,201,22,2016
10777,42,6,2020
10777,31,5,2019
10777,32,5,2018
10777,32,5,2017
10777,41,6,2016
10779,201,66,2020
10779,201,67,2019
10779,201,70,2018
10779,201,71,2017
10779,201,72,2016
10780,151,16,2020
10780,151,17,2019
10780,151,17,2018
10780,101,10,2017
10780,151,16,2016
10781,151,2,2020
10781,101,1,2019
10781,101,1,2018
10781,101,1,2017
10781,101,1,2016
10782,36,5,2020
10782,33,6,2019
10782,34,6,2018
10782,38,6,2017
10782,35,5,2016
10783,35,1,2020
10783,41,1,2019
10783,38,1,2018
10783,39,1,2017
10783,40,1,2016
10786,301,95,2020
10786,301,95,2019
10786,301,96,2018
10786,301,100,2017
10786,201,72,2016
10787,74,4,2020
10787,94,6,2019
10787,101,7,2018
10787,101,7,2017
10787,101,7,2016
10788,301,16,2020
10788,401,22,2019
10788,301,16,2018
10788,301,15,2017
10788,301,15,2016
10789,54,2,2020
10789,54,2,2019
10789,55,2,2018
10789,55,2,2017
10789,55,2,2016
10790,201,21,2020
10790,301,27,2019
10790,201,22,2018
10790,201,21,2017
10790,301,29,2016
10791,101,9,2020
10791,101,9,2019
10791,101,9,2018
10791,101,10,2017
10791,101,9,2016
10794,301,95,2020
10794,201,67,2019
10794,301,96,2018
10794,301,100,2017
10794,201,72,2016
10795,401,115,2020
10795,301,95,2019
10795,301,96,2018
10795,201,71,2017
10795,301,99,2016
10796,67,34,2020
10796,68,34,2019
10796,100,46,2018
10796,101,49,2017
10796,96,48,2016
10798,401,115,2020
10798,601,156,2019
10798,401,118,2018
10798,401,120,2017
10798,401,120,2016
10799,48,29,2020
10799,49,31,2019
10799,48,30,2018
10799,48,29,2017
10799,43,29,2016
10801,601,155,2020
10801,601,156,2019
10801,401,120,2017
10802,41,25,2020
10802,45,28,2019
10802,40,27,2018
10802,51,30,2017
10802,44,30,2016
10803,301,95,2020
10803,301,95,2019
10803,301,96,2018
10803,201,71,2017
10803,301,99,2016
10804,601,155,2020
10804,601,156,2019
10805,501,15,2020
10805,501,15,2019
10805,401,13,2018
10805,401,14,2017
10806,26,1,2020
10806,25,1,2019
10806,22,1,2018
10806,24,1,2017
10806,20,1,2016
10808,701,6,2020
10808,701,6,2019
10811,85,6,2020
10811,99,7,2019
10811,93,6,2018
10811,91,5,2017
10811,96,6,2016
10823,501,134,2020
10823,401,117,2019
10823,401,118,2018
10823,401,120,2017
10823,301,99,2016
10835,601,85,2020
10835,601,73,2019
10836,151,14,2020
10836,201,18,2019
10836,201,13,2018
10836,301,19,2017
10836,301,19,2016
10842,601,13,2020
10842,501,13,2019
10849,901,34,2019
10850,151,5,2020
10850,101,4,2019
10850,101,4,2018
10850,101,4,2017
10850,101,5,2016
10852,101,4,2020
10852,101,4,2019
10852,151,6,2018
10852,151,6,2017
10852,201,7,2016
10853,601,18,2020
10853,601,18,2019
10854,901,34,2020
10854,901,34,2019
10855,701,23,2019
10856,401,11,2020
10856,401,11,2019
10856,401,13,2018
10856,401,14,2017
10856,401,13,2016
10868,801,7,2020
10868,801,7,2019
10869,701,1,2020
10869,901,1,2019
10870,201,23,2020
10870,201,18,2019
10870,301,24,2018
10870,301,19,2017
10870,301,19,2016
10892,201,10,2016
10951,151,1,2020
10951,151,1,2019
10951,151,1,2018
10951,151,1,2017
10951,151,1,2016
10981,29,1,2020
10981,43,1,2019
10981,45,1,2018
10981,48,1,2017
10981,58,1,2016
10985,151,57,2020
10985,151,59,2019
10985,151,59,2018
10985,151,61,2017
10985,101,51,2016
10986,601,155,2020
10986,401,117,2019
10997,801,39,2020
10997,701,32,2019
11010,301,2,2020
11010,301,2,2019
11010,301,2,2018
11010,301,2,2017
11010,301,2,2016
11063,401,10,2020
11063,301,6,2019
11063,301,6,2018
11063,401,8,2017
11067,401,10,2020
11067,401,10,2019
11067,401,10,2018
11067,301,10,2017
11067,301,9,2016
11071,801,182,2019
11072,901,193,2019
11132,901,4,2020
11132,801,3,2019
11137,801,31,2020
11143,901,38,2020
11144,801,31,2020
11145,901,18,2020
11145,901,19,2019
11146,801,13,2020
11146,601,8,2019
11147,601,19,2020
11147,501,14,2019
11147,401,8,2017
11148,701,23,2020
11149,901,1,2020
11149,801,1,2019
11150,601,4,2020
11150,501,2,2019
11151,401,3,2020
11151,401,3,2019
11151,401,3,2018
11152,301,2,2020
11152,301,2,2019
11152,301,2,2018
11152,301,2,2017
11152,301,2,2016
11153,16,3,2020
11153,15,3,2019
11153,17,3,2018
11153,16,3,2017
11153,17,3,2016
11154,101,4,2019
11154,101,4,2018
11154,101,4,2017
11154,101,4,2016
11155,701,23,2020
11156,701,5,2020
11156,701,5,2019
11157,501,14,2020
11157,501,14,2019
11157,401,10,2016
11161,501,134,2020
11161,401,117,2019
11161,401,118,2018
11161,401,120,2017
11161,401,120,2016
11163,301,95,2020
11163,301,95,2019
11163,301,96,2018
11163,201,71,2017
11163,301,99,2016
11164,201,21,2020
11164,201,22,2019
11164,201,22,2018
11164,201,21,2017
11164,201,22,2016
11169,801,2,2019
11172,301,95,2020
11172,201,67,2019
11172,201,70,2018
11172,201,71,2017
11172,201,72,2016
11175,601,155,2020
11175,501,138,2019
11175,401,120,2016
11177,101,5,2020
11177,101,5,2019
11177,101,5,2018
11177,101,5,2017
11177,101,5,2016
11178,801,31,2020
11178,901,37,2019
11179,601,19,2020
11179,801,28,2019
11180,101,5,2020
11180,101,5,2019
11180,101,5,2018
11180,101,5,2017
11180,101,4,2016
11181,901,28,2020
11181,901,33,2019
11183,301,6,2020
11183,201,5,2019
11183,201,5,2018
11183,201,5,2017
11183,201,5,2016
11185,101,42,2020
11185,101,46,2019
11185,101,47,2018
11185,99,48,2017
11185,101,51,2016
11191,601,155,2020
11191,501,138,2019
11192,901,191,2020
11192,801,182,2019
11195,701,176,2020
11195,701,172,2019
11197,801,48,2019
11198,501,18,2020
11198,601,22,2019
11199,501,4,2020
11199,601,6,2019
11199,401,3,2018
11199,401,3,2017
11199,401,3,2016
11201,151,1,2020
11201,151,1,2019
11201,151,1,2018
11201,201,1,2017
11201,151,1,2016
11202,401,11,2020
11202,501,17,2019
11203,88,5,2020
11203,87,5,2019
11203,96,5,2018
11203,95,5,2017
11203,101,5,2016
11204,301,29,2020
11204,401,35,2019
11204,401,35,2018
11204,301,29,2016
11205,701,40,2020
11205,501,31,2019
11205,401,29,2018
11205,401,27,2017
11205,401,28,2016
11206,401,1,2020
11206,401,1,2019
11206,301,1,2018
11206,201,1,2017
11206,201,1,2016
11207,301,3,2020
11207,301,3,2019
11207,201,3,2018
11207,201,3,2017
11207,201,3,2016
11208,101,6,2020
11208,101,6,2019
11208,101,6,2018
11208,101,6,2017
11208,101,5,2016
11209,101,9,2020
11209,101,9,2019
11209,101,9,2018
11209,101,10,2017
11209,101,9,2016
11210,401,25,2020
11210,301,22,2019
11210,301,21,2018
11210,201,16,2017
11210,201,15,2016
11211,201,4,2020
11211,201,4,2019
11211,201,2,2018
11211,201,3,2017
11211,201,3,2016
11212,87,4,2020
11212,70,4,2019
11212,101,5,2018
11212,101,5,2017
11212,101,4,2016
11213,201,9,2020
11213,201,10,2019
11213,201,9,2018
11213,151,7,2017
11213,151,7,2016
11214,701,9,2020
11214,701,12,2019
11215,501,31,2020
11215,501,31,2019
11215,401,29,2018
11215,401,27,2017
11215,401,28,2016
11217,64,8,2020
11217,64,8,2019
11217,74,8,2018
11217,61,8,2017
11217,57,8,2016
11218,38,2,2020
11218,35,2,2019
11218,43,2,2018
11218,31,2,2017
11218,34,2,2016
11219,901,2,2019
11220,201,1,2020
11220,201,1,2019
11220,201,1,2018
11220,201,1,2017
11220,151,1,2016
11221,501,18,2020
11221,601,22,2019
11222,801,39,2020
11222,801,37,2019
11223,801,39,2020
11223,801,37,2019
11224,601,2,2020
11224,601,3,2019
11227,5,4,2020
11227,5,4,2019
11227,5,4,2018
11227,5,4,2017
11227,3,3,2016
11228,91,39,2020
11228,90,40,2019
11228,96,45,2018
11228,85,43,2017
11228,75,39,2016
11229,69,35,2020
11229,80,37,2019
11229,83,40,2018
11229,64,34,2017
11229,58,33,2016
11230,13,11,2020
11230,11,9,2019
11230,11,9,2018
11230,12,10,2017
11230,12,10,2016
11231,401,117,2019
11232,201,66,2020
11232,151,59,2019
11232,151,59,2018
11232,151,61,2017
11232,151,62,2016
11233,18,14,2020
11233,18,15,2019
11233,15,13,2018
11233,15,13,2017
11233,14,12,2016
11234,21,16,2020
11234,20,16,2019
11234,21,17,2018
11234,21,17,2017
11234,21,16,2016
11235,49,30,2020
11235,48,30,2019
11235,46,29,2018
11235,45,28,2017
11235,42,28,2016
11236,151,57,2020
11236,101,46,2019
11236,101,47,2018
11236,98,47,2017
11236,83,43,2016
11241,401,115,2020
11247,3,1,2020
11247,3,1,2019
11247,3,1,2018
11247,3,1,2017
11247,4,1,2016
11248,701,31,2020
11249,301,2,2020
11249,301,2,2019
11249,301,2,2018
11249,401,4,2017
11249,401,5,2016
11250,601,27,2020
11250,601,26,2019
11251,801,31,2020
11251,801,28,2019
11252,401,3,2020
11252,401,4,2019
11252,401,4,2018
11252,401,4,2017
11252,301,2,2016
11253,201,1,2020
11253,201,1,2019
11253,301,2,2018
11253,301,2,2017
11253,201,1,2016
11254,801,31,2020
11254,701,22,2019
11255,401,11,2020
11255,601,25,2019
11257,301,95,2020
11257,301,95,2019
11257,301,96,2018
11257,301,100,2017
11257,401,120,2016
11261,901,6,2020
11261,701,4,2019
11262,10,8,2020
11262,10,8,2019
11262,10,8,2018
11262,10,8,2017
11262,10,8,2016
11263,801,39,2020
11263,901,43,2019
11264,401,1,2020
11264,401,1,2019
11264,301,1,2018
11264,301,1,2017
11264,301,1,2016
11265,201,66,2020
11265,301,95,2019
11265,301,96,2018
11265,301,100,2017
11265,201,72,2016
11267,501,4,2020
11267,501,5,2019
11267,401,3,2017
11267,401,3,2016
11268,151,8,2020
11268,151,8,2019
11268,151,8,2018
11268,201,16,2017
11268,201,15,2016
11272,44,27,2020
11272,38,25,2019
11272,38,26,2018
11272,43,27,2017
11272,38,27,2016
11274,201,66,2020
11274,301,95,2019
11274,201,70,2018
11274,301,100,2017
11274,301,99,2016
11277,801,3,2020
11277,801,3,2019
11278,201,66,2020
11278,201,67,2019
11278,301,96,2018
11278,301,100,2017
11278,301,99,2016
11279,33,1,2020
11279,26,1,2019
11279,29,1,2018
11279,30,1,2017
11279,30,1,2016
11280,701,23,2020
11280,601,18,2019
11286,901,1,2020
11287,801,4,2020
11287,701,4,2019
11288,601,1,2020
11288,601,1,2019
11289,301,13,2020
11292,901,4,2020
11292,901,4,2019
11293,201,66,2020
11293,201,67,2019
11293,201,70,2018
11293,151,61,2017
11293,151,62,2016
11294,601,2,2020
11294,701,5,2019
11295,901,191,2020
11295,901,193,2019
11298,201,11,2019
11298,301,21,2018
11298,301,23,2017
11298,401,28,2016
11299,301,20,2020
11299,301,22,2019
11299,301,21,2018
11300,201,21,2020
11300,201,22,2019
11300,201,22,2018
11300,301,29,2017
11300,201,22,2016
11302,501,4,2020
11302,401,5,2019
11302,401,4,2018
11302,301,2,2017
11302,301,2,2016
11303,701,31,2020
11304,151,14,2020
11304,151,9,2019
11304,201,13,2018
11304,201,10,2017
11304,301,19,2016
11305,901,4,2020
11306,201,11,2020
11306,201,11,2019
11306,201,15,2018
11306,151,8,2017
11306,151,9,2016
11307,501,37,2020
11307,501,37,2019
11309,151,16,2020
11309,151,17,2019
11309,151,17,2018
11309,151,18,2017
11309,151,16,2016
11310,701,23,2020
11310,801,28,2019
11311,501,18,2020
11311,501,17,2019
11311,401,11,2018
11311,401,13,2017
11311,401,12,2016
11312,301,8,2020
11312,201,4,2019
11312,301,9,2018
11312,301,8,2017
11312,201,3,2016
11313,88,37,2020
11313,95,41,2019
11313,86,41,2018
11313,88,46,2017
11313,90,45,2016
11315,101,5,2019
11315,101,5,2018
11315,101,5,2017
11315,101,4,2016
11316,101,5,2020
11316,101,5,2019
11316,101,5,2018
11316,101,5,2017
11316,101,4,2016
11317,401,8,2020
11317,401,8,2019
11317,301,8,2018
11317,401,8,2017
11317,301,8,2016
11318,59,3,2020
11318,58,2,2019
11318,59,3,2018
11318,60,3,2017
11318,53,2,2016
11319,501,18,2020
11319,401,11,2019
11321,701,40,2020
11321,501,31,2019
11321,301,22,2016
11322,801,31,2020
11322,801,28,2019
11323,101,5,2020
11323,101,5,2019
11323,99,4,2018
11323,95,4,2017
11323,101,4,2016
11324,101,4,2020
11324,151,5,2019
11324,101,4,2018
11324,151,5,2017
11324,151,5,2016
11325,201,2,2020
11325,201,2,2019
11325,201,2,2018
11325,201,1,2017
11325,201,2,2016
11326,401,6,2020
11326,401,5,2019
11326,401,5,2018
11328,801,55,2020
11329,601,44,2019
11330,69,2,2020
11330,65,2,2019
11330,66,2,2018
11330,59,2,2017
11330,72,2,2016
11332,301,13,2020
11332,301,13,2019
11332,301,13,2018
11332,301,12,2017
11332,301,14,2016
11333,901,10,2020
11334,601,7,2020
11334,601,7,2019
11335,501,31,2020
11335,401,28,2019
11335,401,29,2018
11335,301,23,2017
11335,301,22,2016
11336,201,11,2020
11336,201,11,2019
11336,151,8,2018
11336,151,8,2017
11336,201,15,2016
11337,501,31,2019
11337,401,29,2018
11337,401,27,2017
11337,401,28,2016
11342,301,95,2020
11342,201,67,2019
11342,201,70,2018
11342,201,71,2017
11342,151,62,2016
11344,74,1,2020
11344,63,1,2019
11344,57,1,2018
11344,56,1,2017
11344,56,1,2016
11345,801,55,2020
11346,701,40,2020
11346,701,47,2019
11347,201,66,2020
11347,201,67,2019
11347,201,70,2018
11347,201,71,2017
11347,201,72,2016
11352,701,46,2020
11352,901,56,2019
11353,901,1,2019
11354,501,1,2020
11354,401,1,2019
11354,401,1,2017
11355,501,134,2020
11355,601,156,2019
11356,201,66,2020
11356,201,67,2019
11356,201,70,2018
11356,201,71,2017
11356,201,72,2016
11357,45,28,2020
11357,38,25,2019
11357,41,28,2018
11357,37,26,2017
11357,30,23,2016
11359,201,2,2020
11359,201,2,2019
11359,201,2,2018
11359,151,1,2017
11359,151,1,2016
11360,901,46,2020
11360,901,43,2019
11361,801,4,2020
11361,801,5,2019
11362,201,66,2020
11362,201,67,2019
11362,151,59,2018
11362,151,61,2017
11362,151,62,2016
11363,701,23,2020
11363,801,28,2019
11364,401,25,2020
11364,301,22,2019
11364,301,21,2018
11364,201,16,2017
11364,301,22,2016
11365,601,85,2020
11365,801,107,2019
11366,601,6,2020
11366,601,6,2019
11366,401,3,2017
11368,701,7,2020
11368,501,6,2019
11369,201,66,2020
11369,201,67,2019
11369,201,70,2018
11369,201,71,2017
11369,201,72,2016
11372,701,40,2020
11372,801,48,2019
11373,501,37,2020
11373,501,37,2019
11373,401,35,2018
11374,301,95,2020
11374,301,95,2019
11374,301,96,2018
11374,301,100,2017
11374,301,99,2016
11375,201,11,2020
11375,201,11,2019
11375,201,15,2018
11375,151,8,2017
11375,151,9,2016
11376,801,11,2020
11376,801,11,2019
11377,601,36,2020
11377,401,28,2019
11377,401,29,2018
11377,401,27,2017
11377,401,28,2016
11378,501,5,2020
11378,401,3,2019
11378,401,3,2017
11378,401,3,2016
11379,701,31,2020
11379,601,25,2019
11380,601,19,2020
11380,701,22,2019
11382,901,37,2019
11383,101,6,2020
11383,151,7,2019
11383,101,6,2018
11383,151,7,2017
11383,201,7,2016
11384,101,9,2020
11384,101,9,2019
11384,101,9,2018
11384,101,10,2017
11384,101,9,2016
11385,301,29,2020
11385,301,27,2019
11385,201,22,2018
11385,301,29,2017
11385,201,22,2016
11386,201,11,2020
11386,201,11,2019
11386,151,8,2018
11386,151,8,2017
11386,151,9,2016
11387,201,5,2020
11387,201,5,2019
11387,301,7,2018
11387,301,7,2017
11387,301,7,2016
11388,401,17,2020
11388,301,14,2019
11389,701,5,2020
11389,601,5,2019
11390,901,60,2020
11391,151,1,2020
11391,151,1,2019
11391,151,1,2018
11391,151,1,2017
11391,151,1,2016
11392,101,9,2020
11392,101,9,2019
11392,101,9,2018
11392,101,10,2017
11392,101,9,2016
11393,501,1,2020
11393,501,1,2019
11393,401,1,2018
11393,401,1,2017
11393,401,1,2016
11394,701,22,2019
11395,201,9,2020
11395,301,14,2019
11395,201,9,2018
11395,201,10,2017
11395,201,10,2016
11396,901,2,2019
11404,601,155,2020
11404,601,156,2019
11405,701,40,2020
11405,601,44,2019
11406,601,1,2020
11406,701,1,2019
11407,601,2,2020
11407,601,2,2019
11408,601,36,2020
11408,601,44,2019
11409,401,115,2020
11409,501,138,2019
11409,401,118,2018
11410,201,11,2020
11410,201,11,2019
11410,201,15,2018
11410,201,16,2017
11410,201,15,2016
11411,701,23,2020
11411,801,28,2019
11412,301,1,2020
11412,301,1,2019
11412,301,1,2018
11412,401,1,2017
11412,401,1,2016
11414,301,13,2020
11414,301,13,2019
11414,301,13,2018
11414,301,12,2017
11414,401,17,2016
11415,401,25,2020
11415,501,31,2019
11415,301,21,2018
11415,401,27,2017
11415,301,22,2016
11416,701,2,2019
11421,201,66,2020
11421,201,67,2019
11421,201,70,2018
11421,201,71,2017
11421,201,72,2016
11422,601,155,2020
11422,501,138,2019
11422,301,99,2016
11423,53,31,2020
11423,46,29,2019
11423,51,32,2018
11423,53,32,2017
11423,52,32,2016
11429,151,57,2020
11429,151,59,2019
11429,151,59,2018
11429,151,61,2017
11429,151,62,2016
11430,901,191,2020
11430,901,193,2019
11431,901,191,2020
11432,151,57,2020
11432,151,59,2019
11432,151,59,2018
11432,151,61,2017
11432,151,62,2016
11436,801,39,2020
11436,801,37,2019
11437,201,66,2020
11437,201,67,2019
11437,201,70,2018
11437,151,61,2017
11437,151,62,2016
11438,22,17,2020
11438,20,16,2019
11438,27,20,2018
11438,24,19,2017
11438,23,17,2016
11441,151,1,2020
11441,151,1,2019
11441,151,1,2018
11441,201,3,2017
11441,201,3,2016
11442,401,11,2019
11442,401,11,2018
11442,301,8,2017
11442,301,9,2016
11443,301,8,2020
11444,401,3,2020
11444,401,3,2019
11444,401,3,2018
11444,401,3,2017
11444,401,3,2016
11445,40,24,2020
11445,41,27,2019
11445,37,25,2018
11445,34,24,2017
11445,33,24,2016
11450,801,182,2019
11453,151,57,2020
11453,151,59,2019
11453,201,70,2018
11453,201,71,2017
11453,201,72,2016
11455,701,176,2020
11457,701,31,2020
11457,701,32,2019
11458,901,9,2019
11459,601,155,2020
11459,401,117,2019
11459,401,118,2018
11459,401,120,2017
11459,401,120,2016
11462,151,8,2020
11462,151,8,2019
11462,201,9,2018
11462,201,10,2017
11462,301,14,2016
11463,151,6,2020
11463,151,6,2019
11463,101,5,2018
11463,151,6,2017
11463,151,6,2016
11465,151,8,2020
11465,151,8,2019
11465,151,8,2018
11465,151,8,2017
11465,101,4,2016
11466,51,1,2020
11466,52,2,2019
11466,53,3,2018
11466,57,3,2017
11466,51,3,2016
11467,701,23,2020
11467,701,22,2019
11468,601,21,2020
11468,601,22,2019
11469,301,8,2020
11469,301,9,2019
11469,201,2,2018
11469,301,8,2017
11469,301,9,2016
11470,301,4,2020
11471,501,14,2020
11471,701,22,2019
11472,201,66,2020
11472,201,67,2019
11472,201,70,2018
