"player_id","pick","year","t_name","c_name","state"
168,67,2016,"University of Nebraska - Lincoln","Big Ten","MA"
1208,67,2020,"University of Notre Dame","ACC","IN"
427,67,2017,"University of Tennessee","SEC","TN"
427,67,2017,"University of Tennessee","SEC","TN"
427,67,2017,"University of Tennessee","SEC","TN"
427,67,2017,"University of Tennessee","SEC","TN"
949,68,2019,"Florida State University","ACC","FL"
169,68,2016,"Mississippi State University","SEC","MS"
687,68,2018,"Stanford University","PAC-12","CA"
1209,68,2020,"University of California, Berkeley","PAC-12","CA"
428,68,2017,"University of Illinois at Urbana-Champaign","Big Ten","IL"
428,68,2017,"University of Illinois at Urbana-Champaign","Big Ten","IL"
428,68,2017,"University of Illinois at Urbana-Champaign","Big Ten","IL"
428,68,2017,"University of Illinois at Urbana-Champaign","Big Ten","IL"
429,69,2017,"Eastern Washington University","Big Sky Conference","WA"
1210,69,2020,"Louisiana State University - Baton Rouge","SEC","LA"
688,69,2018,"North Carolina State University - Raleigh","ACC","NC"
950,69,2019,"San Jose State University","MW","CA"
170,69,2016,"University of Maryland, College Park","Big Ten","MD"
170,69,2016,"University of Maryland, College Park","Big Ten","MD"
170,69,2016,"University of Maryland, College Park","Big Ten","MD"
170,69,2016,"University of Maryland, College Park","Big Ten","MD"
689,70,2018,"Brigham Young University","Independent","UT"
171,70,2016,"Brigham Young University","Independent","UT"
430,70,2017,"Ohio State University","Big Ten","OH"
1211,70,2020,"The University of Texas at Austin","Big 12","TX"
951,70,2019,"University of Memphis","AAC","TN"
172,71,2016,"Boise State University","MW","ID"
431,71,2017,"Indiana State University","MVFC","IN"
952,71,2019,"Ohio State University","Big Ten","OH"
1212,71,2020,"Texas A&M University","SEC","TX"
1212,71,2020,"Texas A&M University","SEC","TX"
690,71,2018,"University of Oregon","PAC-12","OR"
173,72,2016,"Florida State University","ACC","FL"
953,72,2019,"North Carolina State University - Raleigh","ACC","NC"
1213,72,2020,"University of Houston","AAC","TX"
432,72,2017,"Western Kentucky University","C-USA","KY"
954,73,2019,"Iowa State University","Big 12","IA"
433,73,2017,"Kansas State University","Big 12","KS"
1214,73,2020,"Ohio State University","Big Ten","OH"
692,73,2018,"Ohio State University","Big Ten","OH"
174,73,2016,"The University of Alabama","SEC","AL"
955,74,2019,"Florida Atlantic University","C-USA","FL"
693,74,2018,"University of Louisville","ACC","KY"
434,74,2017,"University of Michigan-Ann Arbor","Big Ten","MI"
175,74,2016,"University of Notre Dame","ACC","IN"
1215,74,2020,"University of Wisconsin - Madison","Big Ten","WI"
694,75,2018,"Florida State University","ACC","FL"
435,75,2017,"Louisiana State University - Baton Rouge","SEC","LA"
176,75,2016,"Michigan State University","Big Ten","MI"
1216,75,2020,"Ohio State University","Big Ten","OH"
956,75,2019,"Texas A&M University","SEC","TX"
956,75,2019,"Texas A&M University","SEC","TX"
177,76,2016,"Auburn University","SEC","AL"
436,76,2017,"Florida State University","ACC","FL"
957,76,2019,"Ohio State University","Big Ten","OH"
695,76,2018,"Oklahoma State University","Big 12","OK"
1217,76,2020,"University of Illinois at Urbana-Champaign","Big Ten","IL"
1217,76,2020,"University of Illinois at Urbana-Champaign","Big Ten","IL"
1217,76,2020,"University of Illinois at Urbana-Champaign","Big Ten","IL"
1217,76,2020,"University of Illinois at Urbana-Champaign","Big Ten","IL"
696,77,2018,"Ohio State University","Big Ten","OH"
437,77,2017,"Texas A&M University","SEC","TX"
437,77,2017,"Texas A&M University","SEC","TX"
1218,77,2020,"University of Iowa","Big Ten","IA"
958,77,2019,"University of Michigan-Ann Arbor","Big Ten","MI"
178,77,2016,"West Virginia University","Big 12","WV"
179,78,2016,"North Carolina State University - Raleigh","ACC","NC"
1219,78,2020,"Temple University","AAC","PA"
438,78,2017,"The University of Alabama","SEC","AL"
697,78,2018,"The University of Texas at Austin","Big 12","TX"
959,78,2019,"University of Wisconsin - Madison","Big Ten","WI"
1220,79,2020,"Florida State University","ACC","FL"
180,79,2016,"Oregon State University","PAC-12","OR"
439,79,2017,"The University of Alabama","SEC","AL"
960,79,2019,"University of Michigan-Ann Arbor","Big Ten","MI"
698,79,2018,"University of South Carolina","SEC","SC"
961,80,2019,"Brigham Young University","Independent","UT"
699,80,2018,"Mississippi State University","SEC","MS"
181,80,2016,"Ohio State University","Big Ten","OH"
440,80,2017,"Ohio University","MAC","OH"
1221,80,2020,"University of Kentucky","SEC","KY"
962,81,2019,"Boston College","ACC","MA"
700,81,2018,"Colorado State University","MW","CO"
182,81,2016,"Stanford University","PAC-12","CA"
441,81,2017,"University of California, Los Angeles","PAC-12","CA"
441,81,2017,"University of California, Los Angeles","PAC-12","CA"
441,81,2017,"University of California, Los Angeles","PAC-12","CA"
1222,81,2020,"University of South Carolina","SEC","SC"
442,82,2017,"Louisiana Tech University","C-USA","LA"
183,82,2016,"Texas Tech University","Big 12","TX"
701,82,2018,"University of Louisiana at Lafayette","SBC","LA"
963,82,2019,"University of North Carolina at Charlotte","C-USA","NC"
1223,82,2020,"University of Oklahoma","Big 12","OK"
1223,82,2020,"University of Oklahoma","Big 12","OK"
1223,82,2020,"University of Oklahoma","Big 12","OK"
1223,82,2020,"University of Oklahoma","Big 12","OK"
1224,83,2020,"Louisiana State University - Baton Rouge","SEC","LA"
964,83,2019,"Michigan State University","Big Ten","MI"
184,83,2016,"University of Georgia","SEC","GA"
702,83,2018,"University of Oklahoma","Big 12","OK"
702,83,2018,"University of Oklahoma","Big 12","OK"
702,83,2018,"University of Oklahoma","Big 12","OK"
702,83,2018,"University of Oklahoma","Big 12","OK"
443,83,2017,"Youngstown State University","MVFC","OH"
703,84,2018,"North Carolina State University - Raleigh","ACC","NC"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
444,84,2017,"Pennsylvania State University","Big Ten","PA"
1225,84,2020,"The University of Alabama","SEC","AL"
185,84,2016,"Virginia Polytechnic Institute and State University","ACC","VA"
965,84,2019,"Western Illinois University","MVFC","IL"
966,85,2019,"Louisiana Tech University","C-USA","LA"
186,85,2016,"Ohio State University","Big Ten","OH"
445,85,2017,"Troy University","SBC","AL"
704,85,2018,"University of Tennessee","SEC","TN"
704,85,2018,"University of Tennessee","SEC","TN"
704,85,2018,"University of Tennessee","SEC","TN"
704,85,2018,"University of Tennessee","SEC","TN"
1226,85,2020,"University of Utah","PAC-12","UT"
187,86,2016,"Rutgers University","Big Ten","NJ"
967,86,2019,"San Diego State University","MW","CA"
705,86,2018,"University of Oklahoma","Big 12","OK"
705,86,2018,"University of Oklahoma","Big 12","OK"
705,86,2018,"University of Oklahoma","Big 12","OK"
705,86,2018,"University of Oklahoma","Big 12","OK"
446,86,2017,"University of Toledo","MAC","OH"
1227,86,2020,"University of Utah","PAC-12","UT"
706,87,2018,"Louisiana State University - Baton Rouge","SEC","LA"
1228,87,2020,"The University of Alabama","SEC","AL"
968,87,2019,"The University of Alabama","SEC","AL"
447,87,2017,"University of California, Berkeley","PAC-12","CA"
188,87,2016,"Utah State University","MW","UT"
1229,88,2020,"The University of Texas at Austin","Big 12","TX"
448,88,2017,"University of California, Los Angeles","PAC-12","CA"
448,88,2017,"University of California, Los Angeles","PAC-12","CA"
448,88,2017,"University of California, Los Angeles","PAC-12","CA"
969,88,2019,"University of Utah","PAC-12","UT"
189,88,2016,"Utah State University","MW","UT"
707,88,2018,"Vanderbilt University","SEC","TN"
1230,89,2020,"Mississippi State University","SEC","MS"
190,89,2016,"South Carolina State University","MEAC","SC"
970,89,2019,"Stanford University","PAC-12","CA"
708,89,2018,"Texas Christian University","Big 12","TX"
449,89,2017,"The University of Texas at Austin","Big 12","TX"
1231,90,2020,"Florida State University","ACC","FL"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
971,90,2019,"Pennsylvania State University","Big Ten","PA"
450,90,2017,"University of Central Florida","AAC","FL"
191,90,2016,"University of Notre Dame","ACC","IN"
709,90,2018,"University of South Florida","AAC","FL"
451,91,2017,"Boston College","ACC","MA"
192,91,2016,"North Carolina State University - Raleigh","ACC","NC"
1232,91,2020,"University of California, Los Angeles","PAC-12","CA"
1232,91,2020,"University of California, Los Angeles","PAC-12","CA"
1232,91,2020,"University of California, Los Angeles","PAC-12","CA"
710,91,2018,"University of Central Florida","AAC","FL"
193,92,2016,"Texas A&M University","SEC","TX"
193,92,2016,"Texas A&M University","SEC","TX"
1233,92,2020,"The University of Texas at Austin","Big 12","TX"
452,92,2017,"University of Michigan-Ann Arbor","Big Ten","MI"
973,92,2019,"University of South Carolina","SEC","SC"
1234,93,2020,"Appalachian State University","SBC","NC"
453,93,2017,"Auburn University","SEC","AL"
712,93,2018,"The University of Alabama","SEC","AL"
974,93,2019,"University of Notre Dame","ACC","IN"
194,93,2016,"University of South Carolina","SEC","SC"
975,94,2019,"Auburn University","SEC","AL"
195,94,2016,"Ohio State University","Big Ten","OH"
1235,94,2020,"University of Cincinnati","AAC","OH"
454,94,2017,"University of Tennessee","SEC","TN"
454,94,2017,"University of Tennessee","SEC","TN"
454,94,2017,"University of Tennessee","SEC","TN"
454,94,2017,"University of Tennessee","SEC","TN"
976,95,2019,"Old Dominion University","C-USA","VA"
1236,95,2020,"University of Arkansas","SEC","AR"
455,95,2017,"University of Michigan-Ann Arbor","Big Ten","MI"
196,95,2016,"University of Michigan-Ann Arbor","Big Ten","MI"
714,95,2018,"University of Southern Mississippi","C-USA","MS"
456,96,2017,"Northern Illinois University","MAC","IL"
715,96,2018,"Stanford University","PAC-12","CA"
1237,96,2020,"Texas Christian University","Big 12","TX"
977,96,2019,"University of Mississippi","SEC","MS"
197,96,2016,"University of Nebraska - Lincoln","Big Ten","MA"
197,96,2016,"University of Nebraska - Lincoln","Big Ten","MA"
197,96,2016,"University of Nebraska - Lincoln","Big Ten","MA"
197,96,2016,"University of Nebraska - Lincoln","Big Ten","MA"
198,97,2016,"Boise State University","MW","ID"
457,97,2017,"Clemson University","ACC","SC"
1238,97,2020,"Louisiana State University - Baton Rouge","SEC","LA"
716,97,2018,"University of Michigan-Ann Arbor","Big Ten","MI"
978,97,2019,"University of Oklahoma","Big 12","OK"
978,97,2019,"University of Oklahoma","Big 12","OK"
978,97,2019,"University of Oklahoma","Big 12","OK"
978,97,2019,"University of Oklahoma","Big 12","OK"
199,98,2016,"Boston College","ACC","MA"
458,98,2017,"Grambling State University","SWAC","LA"
979,98,2019,"Murray State University","OVC","KY"
1239,98,2020,"Ohio State University","Big Ten","OH"
717,98,2018,"University of Central Florida","AAC","FL"
718,99,2018,"Boston College","ACC","MA"
1240,99,2020,"Central Connecticut State University","NEC","CT"
980,99,2019,"University of Kentucky","SEC","KY"
201,99,2016,"University of Wisconsin - Madison","Big Ten","WI"
459,99,2017,"West Virginia University","Big 12","WV"
719,100,2018,"Clemson University","ACC","SC"
1241,100,2020,"Clemson University","ACC","SC"
460,100,2017,"Florida International University","C-USA","FL"
202,100,2016,"Michigan State University","Big Ten","MI"
981,100,2019,"West Virginia University","Big 12","WV"
721,101,2018,"Indiana State University","MVFC","IN"
461,101,2017,"Lamar University","WAC","TX"
203,101,2016,"University of Oklahoma","Big 12","OK"
203,101,2016,"University of Oklahoma","Big 12","OK"
203,101,2016,"University of Oklahoma","Big 12","OK"
203,101,2016,"University of Oklahoma","Big 12","OK"
1242,101,2020,"Virginia Polytechnic Institute and State University","ACC","VA"
982,101,2019,"West Virginia University","Big 12","WV"
983,102,2019,"Boise State University","MW","ID"
204,102,2016,"Ohio State University","Big Ten","OH"
722,102,2018,"Ohio State University","Big Ten","OH"
1243,102,2020,"University of North Carolina at Charlotte","C-USA","NC"
462,102,2017,"University of North Carolina at Greensboro","SoCon","NC"
463,103,2017,"Florida Atlantic University","C-USA","FL"
985,103,2019,"Iowa State University","Big 12","IA"
723,103,2018,"Texas Tech University","Big 12","TX"
1244,103,2020,"University of Colorado Boulder","PAC-12","CO"
205,103,2016,"University of Notre Dame","ACC","IN"
724,104,2018,"North Carolina State University - Raleigh","ACC","NC"
986,104,2019,"North Carolina State University - Raleigh","ACC","NC"
206,104,2016,"Temple University","AAC","PA"
464,104,2017,"University of Iowa","Big Ten","IA"
1245,104,2020,"University of Utah","PAC-12","UT"
725,105,2018,"Florida State University","ACC","FL"
987,105,2019,"Florida State University","ACC","FL"
207,105,2016,"University of Cincinnati","AAC","OH"
1246,105,2020,"University of Dayton","PFL","OH"
465,105,2017,"University of Pittsburgh","ACC","PA"
988,106,2019,"Eastern Michigan University","MAC","MI"
1247,106,2020,"Mississippi State University","SEC","MS"
726,106,2018,"University of Iowa","Big Ten","IA"
466,106,2017,"University of Michigan-Ann Arbor","Big Ten","MI"
208,106,2016,"University of Minnesota, Twin Cities","Big Ten","MN"
1249,107,2020,"Appalachian State University","SBC","NC"
467,107,2017,"Louisiana State University - Baton Rouge","SEC","LA"
209,107,2016,"University of Cincinnati","AAC","OH"
989,107,2019,"University of Iowa","Big Ten","IA"
727,107,2018,"University of Miami","ACC","FL"
1250,108,2020,"Louisiana State University - Baton Rouge","SEC","LA"
210,108,2016,"North Carolina Central University","MEAC","NC"
990,108,2019,"University of Notre Dame","ACC","IN"
469,108,2017,"University of Wisconsin - Madison","Big Ten","WI"
211,109,2016,"Clemson University","ACC","SC"
1251,109,2020,"Clemson University","ACC","SC"
991,109,2019,"Michigan State University","Big Ten","MI"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
729,109,2018,"Pennsylvania State University","Big Ten","PA"
470,109,2017,"University of Iowa","Big Ten","IA"
1252,110,2020,"University of California, Los Angeles","PAC-12","CA"
1252,110,2020,"University of California, Los Angeles","PAC-12","CA"
1252,110,2020,"University of California, Los Angeles","PAC-12","CA"
471,110,2017,"University of Oklahoma","Big 12","OK"
471,110,2017,"University of Oklahoma","Big 12","OK"
471,110,2017,"University of Oklahoma","Big 12","OK"
471,110,2017,"University of Oklahoma","Big 12","OK"
992,110,2019,"University of Utah","PAC-12","UT"
730,110,2018,"University of Wisconsin - Madison","Big Ten","WI"
212,110,2016,"Western Kentucky University","C-USA","KY"
731,111,2018,"Michigan State University","Big Ten","MI"
993,111,2019,"Ohio State University","Big Ten","OH"
213,111,2016,"Southern Utah University","Big Sky Conference","UT"
472,111,2017,"University of Colorado Boulder","PAC-12","CO"
1253,111,2020,"University of Georgia","SEC","GA"
994,112,2019,"Stanford University","PAC-12","CA"
473,112,2017,"The University of Alabama","SEC","AL"
1254,112,2020,"University of California, Los Angeles","PAC-12","CA"
1254,112,2020,"University of California, Los Angeles","PAC-12","CA"
1254,112,2020,"University of California, Los Angeles","PAC-12","CA"
214,112,2016,"University of Georgia","SEC","GA"
732,112,2018,"University of Miami","ACC","FL"
995,113,2019,"Oklahoma State University","Big 12","OK"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
733,113,2018,"Pennsylvania State University","Big Ten","PA"
474,113,2017,"University of Miami","ACC","FL"
1255,113,2020,"University of Notre Dame","ACC","IN"
215,113,2016,"West Virginia University","Big 12","WV"
216,114,2016,"Auburn University","SEC","AL"
734,114,2018,"The University of Alabama","SEC","AL"
475,114,2017,"University of Oklahoma","Big 12","OK"
996,114,2019,"University of Oklahoma","Big 12","OK"
996,114,2019,"University of Oklahoma","Big 12","OK"
475,114,2017,"University of Oklahoma","Big 12","OK"
475,114,2017,"University of Oklahoma","Big 12","OK"
475,114,2017,"University of Oklahoma","Big 12","OK"
996,114,2019,"University of Oklahoma","Big 12","OK"
996,114,2019,"University of Oklahoma","Big 12","OK"
1256,114,2020,"University of Utah","PAC-12","UT"
1257,115,2020,"Florida Atlantic University","C-USA","FL"
997,115,2019,"The University of Alabama","SEC","AL"
217,115,2016,"University of Minnesota, Twin Cities","Big Ten","MN"
476,115,2017,"University of Pittsburgh","ACC","PA"
735,115,2018,"Western Kentucky University","C-USA","KY"
477,116,2017,"Auburn University","SEC","AL"
1258,116,2020,"Saint John's University in Collegeville","DIV-III",NULL
218,116,2016,"The University of Texas at Austin","Big 12","TX"
998,116,2019,"University of Iowa","Big Ten","IA"
736,116,2018,"University of Kansas","Big 12","KS"
999,117,2019,"Clemson University","ACC","SC"
478,117,2017,"Texas A&M University","SEC","TX"
478,117,2017,"Texas A&M University","SEC","TX"
737,117,2018,"University of Pittsburgh","ACC","PA"
219,117,2016,"University of South Carolina","SEC","SC"
1259,117,2020,"University of South Carolina","SEC","SC"
220,118,2016,"North Carolina State University - Raleigh","ACC","NC"
738,118,2018,"The University of Alabama","SEC","AL"
1000,118,2019,"University of Arkansas","SEC","AR"
1260,118,2020,"University of Missouri","SEC","MS"
479,118,2017,"University of North Carolina at Greensboro","SoCon","NC"
1261,119,2020,"California State University-Fresno","MW","CA"
480,119,2017,"North Carolina A & T State University","Big South Conference","NC"
221,119,2016,"San Jose State University","MW","CA"
1001,119,2019,"University of Miami","ACC","FL"
739,119,2018,"West Virginia University","Big 12","WV"
1262,120,2020,"Florida State University","ACC","FL"
222,120,2016,"University of Manitoba","Foreign","Canada"
222,120,2016,"University of Manitoba","Foreign","Canada"
222,120,2016,"University of Manitoba","Foreign","Canada"
222,120,2016,"University of Manitoba","Foreign","Canada"
481,120,2017,"University of Michigan-Ann Arbor","Big Ten","MI"
740,120,2018,"University of Washington","PAC-12","WA"
740,120,2018,"University of Washington","PAC-12","WA"
740,120,2018,"University of Washington","PAC-12","WA"
740,120,2018,"University of Washington","PAC-12","WA"
740,120,2018,"University of Washington","PAC-12","WA"
1002,120,2019,"West Virginia University","Big 12","WV"
1263,121,2020,"University of Kentucky","SEC","KY"
482,121,2017,"University of Utah","PAC-12","UT"
741,121,2018,"Weber State University","Big Sky Conference","UT"
1003,121,2019,"West Virginia University","Big 12","WV"
224,122,2016,"Baylor University","Big 12","TX"
483,122,2017,"San Diego State University","MW","CA"
742,122,2018,"University of California, Los Angeles","PAC-12","CA"
742,122,2018,"University of California, Los Angeles","PAC-12","CA"
742,122,2018,"University of California, Los Angeles","PAC-12","CA"
1004,122,2019,"University of Kentucky","SEC","KY"
1264,122,2020,"University of Washington","PAC-12","WA"
1264,122,2020,"University of Washington","PAC-12","WA"
1264,122,2020,"University of Washington","PAC-12","WA"
1264,122,2020,"University of Washington","PAC-12","WA"
1264,122,2020,"University of Washington","PAC-12","WA"
225,123,2016,"Louisiana State University - Baton Rouge","SEC","LA"
484,123,2017,"Michigan State University","Big Ten","MI"
743,123,2018,"University of Notre Dame","ACC","IN"
1005,123,2019,"University of Oklahoma","Big 12","OK"
1005,123,2019,"University of Oklahoma","Big 12","OK"
1005,123,2019,"University of Oklahoma","Big 12","OK"
1005,123,2019,"University of Oklahoma","Big 12","OK"
1265,123,2020,"University of Tulsa","AAC","OK"
744,124,2018,"Texas A&M University","SEC","TX"
744,124,2018,"Texas A&M University","SEC","TX"
1266,124,2020,"University of Maryland, College Park","Big Ten","MD"
1266,124,2020,"University of Maryland, College Park","Big Ten","MD"
1266,124,2020,"University of Maryland, College Park","Big Ten","MD"
1266,124,2020,"University of Maryland, College Park","Big Ten","MD"
226,124,2016,"University of Miami","ACC","FL"
485,124,2017,"University of Tennessee","SEC","TN"
485,124,2017,"University of Tennessee","SEC","TN"
485,124,2017,"University of Tennessee","SEC","TN"
485,124,2017,"University of Tennessee","SEC","TN"
1006,124,2019,"Wake Forest University","ACC","NC"
1007,125,2019,"Arizona State University","PAC-12","AZ"
486,125,2017,"Eastern Washington University","Big Sky Conference","WA"
1267,125,2020,"Florida International University","C-USA","FL"
227,125,2016,"Florida State University","ACC","FL"
745,125,2018,"University of Pittsburgh","ACC","PA"
228,126,2016,"Florida State University","ACC","FL"
1008,126,2019,"University of Georgia","SEC","GA"
487,126,2017,"University of Houston","AAC","TX"
1268,126,2020,"University of North Carolina at Greensboro","SoCon","NC"
746,126,2018,"University of Southern Mississippi","C-USA","MS"
1269,127,2020,"Clemson University","ACC","SC"
747,127,2018,"Florida State University","ACC","FL"
229,127,2016,"University of Northern Iowa","MVFC","IA"
1009,127,2019,"University of South Carolina","SEC","SC"
488,127,2017,"University of Toledo","MAC","OH"
748,128,2018,"North Carolina State University - Raleigh","ACC","NC"
1270,128,2020,"University of Central Florida","AAC","FL"
1010,128,2019,"University of Memphis","AAC","TN"
230,128,2016,"University of Missouri","SEC","MS"
489,128,2017,"University of Tennessee","SEC","TN"
489,128,2017,"University of Tennessee","SEC","TN"
489,128,2017,"University of Tennessee","SEC","TN"
489,128,2017,"University of Tennessee","SEC","TN"
490,129,2017,"Florida State University","ACC","FL"
749,129,2018,"North Carolina State University - Raleigh","ACC","NC"
231,129,2016,"Texas Christian University","Big 12","TX"
1011,129,2019,"University of Houston","AAC","TX"
1271,129,2020,"University of North Carolina at Charlotte","C-USA","NC"
1272,130,2020,"Baylor University","Big 12","TX"
491,130,2017,"Bucknell University","Patriot League","PA"
750,130,2018,"Florida State University","ACC","FL"
232,130,2016,"University of Nebraska - Lincoln","Big Ten","MA"
232,130,2016,"University of Nebraska - Lincoln","Big Ten","MA"
232,130,2016,"University of Nebraska - Lincoln","Big Ten","MA"
232,130,2016,"University of Nebraska - Lincoln","Big Ten","MA"
1012,130,2019,"University of Notre Dame","ACC","IN"
751,131,2018,"Arizona State University","PAC-12","AZ"
1013,131,2019,"Indiana State University","MVFC","IN"
1273,131,2020,"Louisiana State University - Baton Rouge","SEC","LA"
233,131,2016,"Stanford University","PAC-12","CA"
492,131,2017,"University of Arkansas","SEC","AR"
752,132,2018,"New Mexico State University","WAC","NM"
493,132,2017,"San Diego State University","MW","CA"
234,132,2016,"University of Michigan-Ann Arbor","Big Ten","MI"
1014,132,2019,"University of Oregon","PAC-12","OR"
1274,132,2020,"University of Oregon","PAC-12","OR"
1015,133,2019,"Auburn University","SEC","AL"
235,133,2016,"Louisiana State University - Baton Rouge","SEC","LA"
1275,133,2020,"Stanford University","PAC-12","CA"
753,133,2018,"University of Missouri","SEC","MS"
494,133,2017,"University of North Carolina at Greensboro","SoCon","NC"
495,134,2017,"Brigham Young University","Independent","UT"
236,134,2016,"Louisiana Tech University","C-USA","LA"
1276,134,2020,"University of California, Berkeley","PAC-12","CA"
1016,134,2019,"University of Washington","PAC-12","WA"
1016,134,2019,"University of Washington","PAC-12","WA"
1016,134,2019,"University of Washington","PAC-12","WA"
1016,134,2019,"University of Washington","PAC-12","WA"
1016,134,2019,"University of Washington","PAC-12","WA"
237,135,2016,"Mississippi State University","SEC","MS"
755,135,2018,"Stephen F Austin State University","WAC","TX"
1277,135,2020,"University of Louisiana at Lafayette","SBC","LA"
496,135,2017,"University of Tennessee","SEC","TN"
496,135,2017,"University of Tennessee","SEC","TN"
496,135,2017,"University of Tennessee","SEC","TN"
496,135,2017,"University of Tennessee","SEC","TN"
1018,136,2019,"Ohio State University","Big Ten","OH"
497,136,2017,"Oregon State University","PAC-12","OR"
1278,136,2020,"Purdue University - West Lafayette","Big Ten","IN"
756,136,2018,"University of Mississippi","SEC","MS"
238,136,2016,"University of Utah","PAC-12","UT"
1019,137,2019,"Louisiana State University - Baton Rouge","SEC","LA"
1279,137,2020,"Michigan State University","Big Ten","MI"
239,137,2016,"Northwestern State University of Louisiana","SLC","LA"
757,137,2018,"Stanford University","PAC-12","CA"
498,137,2017,"University of South Carolina","SEC","SC"
1280,138,2020,"Louisiana Tech University","C-USA","LA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
1020,138,2019,"Pennsylvania State University","Big Ten","PA"
240,138,2016,"Princeton University","Ivy League","NJ"
499,138,2017,"University of Michigan-Ann Arbor","Big Ten","MI"
759,138,2018,"Washington State University","PAC-12","WA"
1281,139,2020,"Louisiana Tech University","C-USA","LA"
241,139,2016,"Ohio State University","Big Ten","OH"
1022,139,2019,"The University of Alabama","SEC","AL"
760,139,2018,"University of Miami","ACC","FL"
500,139,2017,"University of Michigan-Ann Arbor","Big Ten","MI"
501,140,2017,"Clemson University","ACC","SC"
1023,140,2019,"Temple University","AAC","PA"
243,140,2016,"University of Massachusetts Amherst","Independent","NE"
243,140,2016,"University of Massachusetts Amherst","Independent","NE"
243,140,2016,"University of Massachusetts Amherst","Independent","NE"
243,140,2016,"University of Massachusetts Amherst","Independent","NE"
1282,140,2020,"University of Miami","ACC","FL"
761,140,2018,"University of Michigan-Ann Arbor","Big Ten","MI"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
1283,141,2020,"Pennsylvania State University","Big Ten","PA"
502,141,2017,"University of California, Berkeley","PAC-12","CA"
762,141,2018,"University of Central Florida","AAC","FL"
