player_id,Pick,Round,Year,College,Conference,State,Coeficient
463,103,3,2017,Florida Atlantic University,C-USA,FL,4
723,103,4,2018,Texas Tech University,Big 12,TX,4
985,103,4,2019,Iowa State University,Big 12,IA,4
1244,103,3,2020,University of Colorado Boulder,PAC-12,CO,4
206,104,4,2016,Temple University,AAC,PA,4
464,104,3,2017,University of Iowa,Big Ten,IA,4
724,104,4,2018,North Carolina State University - Raleigh,ACC,NC,4
986,104,4,2019,North Carolina State University - Raleigh,ACC,NC,4
1245,104,3,2020,University of Utah,PAC-12,UT,4
207,105,4,2016,University of Cincinnati,AAC,OH,4
465,105,3,2017,University of Pittsburgh,ACC,PA,4
725,105,4,2018,Florida State University,ACC,FL,4
987,105,4,2019,Florida State University,ACC,FL,4
1246,105,3,2020,University of Dayton,PFL,OH,4
208,106,4,2016,"University of Minnesota, Twin Cities",Big Ten,MN,4
466,106,3,2017,University of Michigan-Ann Arbor,Big Ten,MI,4
726,106,4,2018,University of Iowa,Big Ten,IA,4
988,106,4,2019,Eastern Michigan University,MAC,MI,4
1247,106,3,2020,Mississippi State University,SEC,MS,4
209,107,4,2016,University of Cincinnati,AAC,OH,4
467,107,3,2017,Louisiana State University - Baton Rouge,SEC,LA,4
727,107,4,2018,University of Miami,ACC,FL,4
989,107,4,2019,University of Iowa,Big Ten,IA,4
1249,107,4,2020,Appalachian State University,SBC,NC,4
210,108,4,2016,North Carolina Central University,MEAC,NC,4
469,108,4,2017,University of Wisconsin - Madison,Big Ten,WI,4
990,108,4,2019,University of Notre Dame,ACC,IN,4
1250,108,4,2020,Louisiana State University - Baton Rouge,SEC,LA,4
211,109,4,2016,Clemson University,ACC,SC,4
470,109,4,2017,University of Iowa,Big Ten,IA,4
729,109,4,2018,Pennsylvania State University,Big Ten,PA,4
991,109,4,2019,Michigan State University,Big Ten,MI,4
1251,109,4,2020,Clemson University,ACC,SC,4
212,110,4,2016,Western Kentucky University,C-USA,KY,4
471,110,4,2017,University of Oklahoma,Big 12,OK,4
730,110,4,2018,University of Wisconsin - Madison,Big Ten,WI,4
992,110,4,2019,University of Utah,PAC-12,UT,4
1252,110,4,2020,"University of California, Los Angeles",PAC-12,CA,4
213,111,4,2016,Southern Utah University,Big Sky Conference,UT,4
472,111,4,2017,University of Colorado Boulder,PAC-12,CO,4
731,111,4,2018,Michigan State University,Big Ten,MI,4
993,111,4,2019,Ohio State University,Big Ten,OH,4
1253,111,4,2020,University of Georgia,SEC,GA,4
214,112,4,2016,University of Georgia,SEC,GA,4
473,112,4,2017,The University of Alabama,SEC,AL,4
732,112,4,2018,University of Miami,ACC,FL,4
994,112,4,2019,Stanford University,PAC-12,CA,4
1254,112,4,2020,"University of California, Los Angeles",PAC-12,CA,4
215,113,4,2016,West Virginia University,Big 12,WV,4
474,113,4,2017,University of Miami,ACC,FL,4
733,113,4,2018,Pennsylvania State University,Big Ten,PA,4
995,113,4,2019,Oklahoma State University,Big 12,OK,4
1255,113,4,2020,University of Notre Dame,ACC,IN,4
216,114,4,2016,Auburn University,SEC,AL,4
475,114,4,2017,University of Oklahoma,Big 12,OK,4
734,114,4,2018,The University of Alabama,SEC,AL,4
996,114,4,2019,University of Oklahoma,Big 12,OK,4
1256,114,4,2020,University of Utah,PAC-12,UT,4
217,115,4,2016,"University of Minnesota, Twin Cities",Big Ten,MN,4
476,115,4,2017,University of Pittsburgh,ACC,PA,4
735,115,4,2018,Western Kentucky University,C-USA,KY,4
997,115,4,2019,The University of Alabama,SEC,AL,4
1257,115,4,2020,Florida Atlantic University,C-USA,FL,4
218,116,4,2016,The University of Texas at Austin,Big 12,TX,4
477,116,4,2017,Auburn University,SEC,AL,4
736,116,4,2018,University of Kansas,Big 12,KS,4
998,116,4,2019,University of Iowa,Big Ten,IA,4
1258,116,4,2020,Saint John's University in Collegeville,DIV-III,NULL,4
219,117,4,2016,University of South Carolina,SEC,SC,4
478,117,4,2017,Texas A&M University,SEC,TX,4
737,117,4,2018,University of Pittsburgh,ACC,PA,4
999,117,4,2019,Clemson University,ACC,SC,4
1259,117,4,2020,University of South Carolina,SEC,SC,4
220,118,4,2016,North Carolina State University - Raleigh,ACC,NC,4
479,118,4,2017,University of North Carolina at Greensboro,SoCon,NC,4
738,118,4,2018,The University of Alabama,SEC,AL,4
1000,118,4,2019,University of Arkansas,SEC,AR,4
1260,118,4,2020,University of Missouri,SEC,MS,4
221,119,4,2016,San Jose State University,MW,CA,4
480,119,4,2017,North Carolina A & T State University,Big South Conference,NC,4
739,119,4,2018,West Virginia University,Big 12,WV,4
1001,119,4,2019,University of Miami,ACC,FL,4
1261,119,4,2020,California State University-Fresno,MW,CA,4
222,120,4,2016,University of Manitoba,Foreign,Canada,4
481,120,4,2017,University of Michigan-Ann Arbor,Big Ten,MI,4
740,120,4,2018,University of Washington,PAC-12,WA,4
1002,120,4,2019,West Virginia University,Big 12,WV,4
1262,120,4,2020,Florida State University,ACC,FL,4
482,121,4,2017,University of Utah,PAC-12,UT,4
741,121,4,2018,Weber State University,Big Sky Conference,UT,4
1003,121,4,2019,West Virginia University,Big 12,WV,4
1263,121,4,2020,University of Kentucky,SEC,KY,4
224,122,4,2016,Baylor University,Big 12,TX,4
483,122,4,2017,San Diego State University,MW,CA,4
742,122,4,2018,"University of California, Los Angeles",PAC-12,CA,4
1004,122,4,2019,University of Kentucky,SEC,KY,4
1264,122,4,2020,University of Washington,PAC-12,WA,4
225,123,4,2016,Louisiana State University - Baton Rouge,SEC,LA,4
484,123,4,2017,Michigan State University,Big Ten,MI,4
743,123,4,2018,University of Notre Dame,ACC,IN,4
1005,123,4,2019,University of Oklahoma,Big 12,OK,4
1265,123,4,2020,University of Tulsa,AAC,OK,4
226,124,4,2016,University of Miami,ACC,FL,4
485,124,4,2017,University of Tennessee,SEC,TN,4
744,124,4,2018,Texas A&M University,SEC,TX,4
1006,124,4,2019,Wake Forest University,ACC,NC,4
1266,124,4,2020,"University of Maryland, College Park",Big Ten,MD,4
227,125,4,2016,Florida State University,ACC,FL,4
486,125,4,2017,Eastern Washington University,Big Sky Conference,WA,4
745,125,4,2018,University of Pittsburgh,ACC,PA,4
1007,125,4,2019,Arizona State University,PAC-12,AZ,4
1267,125,4,2020,Florida International University,C-USA,FL,4
228,126,4,2016,Florida State University,ACC,FL,4
487,126,4,2017,University of Houston,AAC,TX,4
746,126,4,2018,University of Southern Mississippi,C-USA,MS,4
1008,126,4,2019,University of Georgia,SEC,GA,4
1268,126,4,2020,University of North Carolina at Greensboro,SoCon,NC,4
229,127,4,2016,University of Northern Iowa,MVFC,IA,4
488,127,4,2017,University of Toledo,MAC,OH,4
747,127,4,2018,Florida State University,ACC,FL,4
1009,127,4,2019,University of South Carolina,SEC,SC,4
1269,127,4,2020,Clemson University,ACC,SC,4
230,128,4,2016,University of Missouri,SEC,MS,4
489,128,4,2017,University of Tennessee,SEC,TN,4
748,128,4,2018,North Carolina State University - Raleigh,ACC,NC,4
1010,128,4,2019,University of Memphis,AAC,TN,4
1270,128,4,2020,University of Central Florida,AAC,FL,4
231,129,4,2016,Texas Christian University,Big 12,TX,3
490,129,4,2017,Florida State University,ACC,FL,3
749,129,4,2018,North Carolina State University - Raleigh,ACC,NC,3
1011,129,4,2019,University of Houston,AAC,TX,3
1271,129,4,2020,University of North Carolina at Charlotte,C-USA,NC,3
232,130,4,2016,University of Nebraska - Lincoln,Big Ten,MA,3
491,130,4,2017,Bucknell University,Patriot League,PA,3
750,130,4,2018,Florida State University,ACC,FL,3
1012,130,4,2019,University of Notre Dame,ACC,IN,3
1272,130,4,2020,Baylor University,Big 12,TX,3
233,131,4,2016,Stanford University,PAC-12,CA,3
492,131,4,2017,University of Arkansas,SEC,AR,3
751,131,4,2018,Arizona State University,PAC-12,AZ,3
1013,131,4,2019,Indiana State University,MVFC,IN,3
1273,131,4,2020,Louisiana State University - Baton Rouge,SEC,LA,3
234,132,4,2016,University of Michigan-Ann Arbor,Big Ten,MI,3
493,132,4,2017,San Diego State University,MW,CA,3
752,132,4,2018,New Mexico State University,WAC,NM,3
1014,132,4,2019,University of Oregon,PAC-12,OR,3
1274,132,4,2020,University of Oregon,PAC-12,OR,3
235,133,4,2016,Louisiana State University - Baton Rouge,SEC,LA,3
494,133,4,2017,University of North Carolina at Greensboro,SoCon,NC,3
753,133,4,2018,University of Missouri,SEC,MS,3
1015,133,4,2019,Auburn University,SEC,AL,3
1275,133,4,2020,Stanford University,PAC-12,CA,3
236,134,4,2016,Louisiana Tech University,C-USA,LA,3
495,134,4,2017,Brigham Young University,Independent,UT,3
1016,134,4,2019,University of Washington,PAC-12,WA,3
1276,134,4,2020,"University of California, Berkeley",PAC-12,CA,3
237,135,4,2016,Mississippi State University,SEC,MS,3
496,135,4,2017,University of Tennessee,SEC,TN,3
755,135,4,2018,Stephen F Austin State University,WAC,TX,3
1277,135,4,2020,University of Louisiana at Lafayette,SBC,LA,3
238,136,4,2016,University of Utah,PAC-12,UT,3
497,136,4,2017,Oregon State University,PAC-12,OR,3
756,136,4,2018,University of Mississippi,SEC,MS,3
1018,136,4,2019,Ohio State University,Big Ten,OH,3
1278,136,4,2020,Purdue University - West Lafayette,Big Ten,IN,3
239,137,4,2016,Northwestern State University of Louisiana,SLC,LA,3
498,137,4,2017,University of South Carolina,SEC,SC,3
757,137,4,2018,Stanford University,PAC-12,CA,3
1019,137,4,2019,Louisiana State University - Baton Rouge,SEC,LA,3
1279,137,4,2020,Michigan State University,Big Ten,MI,3
240,138,4,2016,Princeton University,Ivy League,NJ,3
499,138,4,2017,University of Michigan-Ann Arbor,Big Ten,MI,3
759,138,5,2018,Washington State University,PAC-12,WA,3
1020,138,4,2019,Pennsylvania State University,Big Ten,PA,3
1280,138,4,2020,Louisiana Tech University,C-USA,LA,3
241,139,4,2016,Ohio State University,Big Ten,OH,3
500,139,4,2017,University of Michigan-Ann Arbor,Big Ten,MI,3
760,139,5,2018,University of Miami,ACC,FL,3
1022,139,5,2019,The University of Alabama,SEC,AL,3
1281,139,4,2020,Louisiana Tech University,C-USA,LA,3
243,140,5,2016,University of Massachusetts Amherst,Independent,NE,3
501,140,4,2017,Clemson University,ACC,SC,3
761,140,5,2018,University of Michigan-Ann Arbor,Big Ten,MI,3
1023,140,5,2019,Temple University,AAC,PA,3
1282,140,4,2020,University of Miami,ACC,FL,3
244,141,5,2016,University of Oklahoma,Big 12,OK,3
502,141,4,2017,"University of California, Berkeley",PAC-12,CA,3
762,141,5,2018,University of Central Florida,AAC,FL,3
1024,141,5,2019,University of Michigan-Ann Arbor,Big Ten,MI,3
1283,141,4,2020,Pennsylvania State University,Big Ten,PA,3
245,142,5,2016,Appalachian State University,SBC,NC,3
503,142,4,2017,Clemson University,ACC,SC,3
763,142,5,2018,Kansas State University,Big 12,KS,3
1025,142,5,2019,University of Washington,PAC-12,WA,3
1284,142,4,2020,Liberty University,ASUN,VA,3
1284,142,4,2020,Liberty University,Independent,VA,3
246,143,5,2016,Texas Tech University,Big 12,TX,3
504,143,4,2017,University of South Florida,AAC,FL,3
764,143,5,2018,Purdue University - West Lafayette,Big Ten,IN,3
1026,143,5,2019,University of Wisconsin - Madison,Big Ten,WI,3
1285,143,4,2020,University of Michigan-Ann Arbor,Big Ten,MI,3
247,144,5,2016,University of Missouri,SEC,MS,3
765,144,5,2018,University of Pennsylvania,Ivy League,PA,3
1027,144,5,2019,University of South Carolina,SEC,SC,3
1286,144,4,2020,University of Miami,ACC,FL,3
248,145,5,2016,University of Georgia,SEC,GA,3
507,145,5,2017,University of Michigan-Ann Arbor,Big Ten,MI,3
766,145,5,2018,University of Delaware,CAA,DE,3
1028,145,5,2019,University of Utah,PAC-12,UT,3
1287,145,4,2020,Auburn University,SEC,AL,3
249,146,5,2016,Grand Valley State University,DIV-II,MI,3
508,146,5,2017,University of Iowa,Big Ten,IA,3
767,146,5,2018,Oklahoma State University,Big 12,OK,3
1029,146,5,2019,Pennsylvania State University,Big Ten,PA,3
1288,146,4,2020,University of Wisconsin - Madison,Big Ten,WI,3
250,147,5,2016,"University of Maryland, College Park",Big Ten,MD,3
768,147,5,2018,University of Virginia,ACC,VA,3
1030,147,5,2019,Florida State University,ACC,FL,3
1290,147,5,2020,University of Notre Dame,ACC,IN,3
251,148,5,2016,"University of California, Los Angeles",PAC-12,CA,3
510,148,5,2017,Ohio University,MAC,OH,3
769,148,5,2018,Pennsylvania State University,Big Ten,PA,3
1031,148,5,2019,University of Arkansas,SEC,AR,3
1291,148,5,2020,Syracuse University,ACC,NY,3
252,149,5,2016,"University of California, Los Angeles",PAC-12,CA,3
511,149,5,2017,San Diego State University,MW,CA,3
770,149,5,2018,The University of Texas at Austin,Big 12,TX,3
1032,149,5,2019,Clemson University,ACC,SC,3
1292,149,5,2020,Ball State University,MAC,IN,3
253,150,5,2016,Indiana State University,MVFC,IN,3
512,150,5,2017,Clemson University,ACC,SC,3
771,150,5,2018,University of Memphis,AAC,TN,3
1033,150,5,2019,Texas A&M University,SEC,TX,3
1293,150,5,2020,University of Oregon,PAC-12,OR,3
254,151,5,2016,Washington State University,PAC-12,WA,3
513,151,5,2017,University of Iowa,Big Ten,IA,3
1034,151,5,2019,University of Wisconsin - Madison,Big Ten,WI,3
1294,151,5,2020,University of Virginia,ACC,VA,3
255,152,5,2016,Temple University,AAC,PA,3
514,152,5,2017,University of Miami,ACC,FL,3
773,152,5,2018,University of Arizona,PAC-12,AZ,3
1035,152,5,2019,University of Pittsburgh,ACC,PA,3
1295,152,5,2020,West Virginia University,Big 12,WV,3
256,153,5,2016,West Virginia University,Big 12,WV,3
515,153,5,2017,University of Memphis,AAC,TN,3
774,153,5,2018,University of Oregon,PAC-12,OR,3
1036,153,5,2019,The University of Alabama,SEC,AL,3
1296,153,5,2020,West Virginia University,Big 12,WV,3
257,154,5,2016,"University of California, Los Angeles",PAC-12,CA,3
516,154,5,2017,University of Arkansas,SEC,AR,3
775,154,5,2018,Jacksonville State University,ASUN,AL,3
1037,154,5,2019,Florida State University,ACC,FL,3
1297,154,5,2020,University of North Carolina at Greensboro,SoCon,NC,3
258,155,5,2016,University of North Dakota,MVFC,ND,3
517,155,5,2017,"University of California, Los Angeles",PAC-12,CA,3
776,155,5,2018,"University of California, Los Angeles",PAC-12,CA,3
1038,155,5,2019,The University of Alabama,SEC,AL,3
1298,155,5,2020,University of Tulsa,AAC,OK,3
259,156,5,2016,University of Arkansas,SEC,AR,3
518,156,5,2017,University of Wyoming,MW,WY,3
777,156,5,2018,University of Wisconsin - Madison,Big Ten,WI,3
1039,156,5,2019,University of Oregon,PAC-12,OR,3
1299,156,5,2020,San Diego State University,MW,CA,3
260,157,5,2016,Southern Utah University,Big Sky Conference,UT,3
519,157,5,2017,Vanderbilt University,SEC,TN,3
778,157,5,2018,Central Michigan University,MAC,MI,3
1040,157,5,2019,"University of Minnesota, Twin Cities",Big Ten,MN,3
1300,157,5,2020,Auburn University,SEC,AL,3
261,158,5,2016,University of South Carolina,SEC,SC,3
520,158,5,2017,Temple University,AAC,PA,3
779,158,5,2018,University of Virginia,ACC,VA,3
1041,158,5,2019,University of Miami,ACC,FL,3
1301,158,5,2020,University of Virginia,ACC,VA,3
262,159,5,2016,West Virginia University,Big 12,WV,3
521,159,5,2017,Texas A&M University,SEC,TX,3
780,159,5,2018,University of Northern Iowa,MVFC,IA,3
1042,159,5,2019,"University of Maryland, College Park",Big Ten,MD,3
1302,159,5,2020,Marshall University,C-USA,WV,3
263,160,5,2016,University of Missouri,SEC,MS,3
522,160,5,2017,Florida State University,ACC,FL,3
781,160,5,2018,University of Oklahoma,Big 12,OK,3
1043,160,5,2019,Texas A&M University,SEC,TX,3
1303,160,5,2020,University of Washington,PAC-12,WA,3
264,161,5,2016,Arizona State University,PAC-12,AZ,2
523,161,5,2017,Northwestern State University of Louisiana,SLC,LA,2
782,161,5,2018,"University of Maryland, College Park",Big Ten,MD,2
1044,161,5,2019,The University of Texas at Austin,Big 12,TX,2
1304,161,5,2020,"University of Minnesota, Twin Cities",Big Ten,MN,2
265,162,5,2016,Stanford University,PAC-12,CA,2
524,162,5,2017,Boise State University,MW,ID,2
783,162,5,2018,"University of California, Los Angeles",PAC-12,CA,2
1045,162,5,2019,University of South Carolina,SEC,SC,2
1305,162,5,2020,University of Michigan-Ann Arbor,Big Ten,MI,2
266,163,5,2016,"University of California, Berkeley",PAC-12,CA,2
525,163,5,2017,Boston College,ACC,MA,2
784,163,5,2018,Virginia Polytechnic Institute and State University,ACC,VA,2
1046,163,5,2019,Stanford University,PAC-12,CA,2
1306,163,5,2020,Georgia Southern University,SBC,GA,2
267,164,5,2016,Texas Christian University,Big 12,TX,2
526,164,5,2017,University of Utah,PAC-12,UT,2
785,164,5,2018,University of Wisconsin - Madison,Big Ten,WI,2
1047,164,5,2019,Tarleton State University,WAC,TX,2
1307,164,5,2020,Boise State University,MW,ID,2
527,165,5,2017,University of San Diego,PFL,CA,2
786,165,5,2018,North Carolina State University - Raleigh,ACC,NC,2
1048,165,5,2019,University of Miami,ACC,FL,2
1308,165,5,2020,The University of Texas at Austin,Big 12,TX,2
269,166,5,2016,Clemson University,ACC,SC,2
528,166,5,2017,West Virginia University,Big 12,WV,2
787,166,5,2018,Virginia Polytechnic Institute and State University,ACC,VA,2
1049,166,5,2019,University of North Dakota,MVFC,ND,2
1309,166,5,2020,University of Wisconsin - Madison,Big Ten,WI,2
529,167,5,2017,Youngstown State University,MVFC,OH,2
788,167,5,2018,Auburn University,SEC,AL,2
1050,167,5,2019,Northwestern State University of Louisiana,SLC,LA,2
1310,167,5,2020,University of Georgia,SEC,GA,2
271,168,5,2016,Baylor University,Big 12,TX,2
530,168,5,2017,Wake Forest University,ACC,NC,2
789,168,5,2018,Ohio State University,Big Ten,OH,2
1051,168,5,2019,University of Georgia,SEC,GA,2
1311,168,5,2020,Boise State University,MW,ID,2
272,169,5,2016,Georgia Southern University,SBC,GA,2
531,169,5,2017,Oregon State University,PAC-12,OR,2
790,169,5,2018,University of Mississippi,SEC,MS,2
1052,169,5,2019,University of Wisconsin - Madison,Big Ten,WI,2
1312,169,5,2020,Temple University,AAC,PA,2
273,170,5,2016,Harvard University,Ivy League,MA,2
532,170,5,2017,University of South Florida,AAC,FL,2
1053,170,5,2019,University of Oklahoma,Big 12,OK,2
1313,170,5,2020,Texas Tech University,Big 12,TX,2
274,171,5,2016,University of Arkansas,SEC,AR,2
533,171,5,2017,University of Pittsburgh,ACC,PA,2
792,171,5,2018,Western Kentucky University,C-USA,KY,2
1054,171,5,2019,Auburn University,SEC,AL,2
1314,171,5,2020,University of Rhode Island,CAA,RI,2
275,172,5,2016,Colorado State University,MW,CO,2
534,172,5,2017,University of Georgia,SEC,GA,2
793,172,5,2018,The University of Alabama,SEC,AL,2
1055,172,5,2019,University of Washington,PAC-12,WA,2
1315,172,5,2020,New Mexico State University,WAC,NM,2
535,173,5,2017,University of Utah,PAC-12,UT,2
794,173,5,2018,Florida State University,ACC,FL,2
1056,173,5,2019,University of North Carolina at Greensboro,SoCon,NC,2
1316,173,5,2020,Tulane University,AAC,LA,2
277,174,5,2016,University of Mississippi,SEC,MS,2
536,174,5,2017,Drake University,PFL,IA,2
795,174,5,2018,University of South Florida,AAC,FL,2
1058,174,6,2019,California State University-Fresno,MW,CA,2
1317,174,5,2020,North Carolina State University - Raleigh,ACC,NC,2
278,175,5,2016,The University of Akron,MAC,OH,2
537,175,5,2017,Purdue University - West Lafayette,Big Ten,IN,2
797,175,6,2018,Texas A&M University,SEC,TX,2
1059,175,6,2019,Northern Illinois University,MAC,IL,2
1318,175,5,2020,"University of Minnesota, Twin Cities",Big Ten,MN,2
280,176,6,2016,University of Nebraska - Lincoln,Big Ten,MA,2
538,176,5,2017,University of Utah,PAC-12,UT,2
798,176,6,2018,University of Tennessee,SEC,TN,2
1060,176,6,2019,Stanford University,PAC-12,CA,2
1319,176,5,2020,University of Miami,ACC,FL,2
281,177,6,2016,South Carolina State University,MEAC,SC,2
539,177,5,2017,Louisiana Tech University,C-USA,LA,2
799,177,6,2018,Wake Forest University,ACC,NC,2
1061,177,6,2019,Rutgers University,Big Ten,NJ,2
1320,177,5,2020,University of Michigan-Ann Arbor,Big Ten,MI,2
282,178,6,2016,Georgia Institute of Technology,ACC,GA,2
540,178,5,2017,Louisiana State University - Baton Rouge,SEC,LA,2
800,178,6,2018,Arizona State University,PAC-12,AZ,2
1062,178,6,2019,Washington State University,PAC-12,WA,2
1321,178,5,2020,Wake Forest University,ACC,NC,2
283,179,6,2016,Texas A&M University,SEC,TX,2
541,179,5,2017,University of North Carolina at Greensboro,SoCon,NC,2
801,179,6,2018,Tulane University,AAC,LA,2
1063,179,6,2019,University of Georgia,SEC,GA,2
1322,179,5,2020,University of Utah,PAC-12,UT,2
542,180,5,2017,University of Miami,ACC,FL,2
802,180,6,2018,Central Connecticut State University,NEC,CT,2
1324,180,6,2020,University of Kansas,Big 12,KS,2
285,181,6,2016,The University of Montana,Big Sky Conference,MT,2
803,181,6,2018,University of Utah,PAC-12,UT,2
1065,181,6,2019,University of Miami,ACC,FL,2
1325,181,6,2020,California State University-Fresno,MW,CA,2
286,182,6,2016,Navy,Independent,VA,2
544,182,5,2017,University of Texas at El Paso,C-USA,TX,2
804,182,6,2018,Pennsylvania State University,Big Ten,PA,2
1066,182,6,2019,Texas A&M University,SEC,TX,2
1326,182,6,2020,University of Michigan-Ann Arbor,Big Ten,MI,2
287,183,6,2016,University of Oklahoma,Big 12,OK,2
545,183,5,2017,Georgia Southern University,SBC,GA,2
805,183,6,2018,Arizona State University,PAC-12,AZ,2
1067,183,6,2019,Vanderbilt University,SEC,TN,2
1327,183,6,2020,Pennsylvania State University,Big Ten,PA,2
288,184,6,2016,University of South Carolina,SEC,SC,2
546,184,5,2017,University of Nebraska - Lincoln,Big Ten,MA,2
806,184,6,2018,Florida State University,ACC,FL,2
1068,184,6,2019,Old Dominion University,C-USA,VA,2
1328,184,6,2020,Baylor University,Big 12,TX,2
289,185,6,2016,College of William and Mary,CAA,VA,2
548,185,6,2017,Florida State University,ACC,FL,2
807,185,6,2018,Clemson University,ACC,SC,2
1069,185,6,2019,University of Toledo,MAC,OH,2
1329,185,6,2020,Louisiana State University - Baton Rouge,SEC,LA,2
290,186,6,2016,Texas Tech University,Big 12,TX,2
549,186,6,2017,Virginia Polytechnic Institute and State University,ACC,VA,2
808,186,6,2018,Temple University,AAC,PA,2
1070,186,6,2019,"University of Maryland, College Park",Big Ten,MD,2
1330,186,6,2020,University of Notre Dame,ACC,IN,2
291,187,6,2016,Indiana State University,MVFC,IN,2
550,187,6,2017,University of Cincinnati,AAC,OH,2
809,187,6,2018,Clemson University,ACC,SC,2
1071,187,6,2019,University of Colorado Boulder,PAC-12,CO,2
1331,187,6,2020,University of Michigan-Ann Arbor,Big Ten,MI,2
292,188,6,2016,The University of Texas at San Antonio,C-USA,TX,2
551,188,6,2017,University of Louisiana at Lafayette,SBC,LA,2
810,188,6,2018,University of Louisiana at Lafayette,SBC,LA,2
1072,188,6,2019,West Virginia University,Big 12,WV,2
1332,188,6,2020,Georgia Southern University,SBC,GA,2
293,189,6,2016,Purdue University - West Lafayette,Big Ten,IN,2
552,189,6,2017,Tulane University,AAC,LA,2
811,189,6,2018,Boston College,ACC,MA,2
1073,189,6,2019,Southeast Missouri State University,OVC,MO,2
1333,189,6,2020,Oregon State University,PAC-12,OR,2
294,190,6,2016,University of Kentucky,SEC,KY,2
553,190,6,2017,University of Utah,PAC-12,UT,2
812,190,6,2018,The University of Texas at Austin,Big 12,TX,2
1074,190,6,2019,University of Arkansas,SEC,AR,2
1334,190,6,2020,University of Georgia,SEC,GA,2
295,191,6,2016,University of Michigan-Ann Arbor,Big Ten,MI,2
554,191,6,2017,Louisiana Tech University,C-USA,LA,2
813,191,6,2018,Texas Tech University,Big 12,TX,2
1075,191,6,2019,University of Wyoming,MW,WY,2
1335,191,6,2020,Texas A&M University,SEC,TX,2
296,192,6,2016,Texas Christian University,Big 12,TX,2
1076,192,6,2019,The University of Alabama,SEC,AL,2
1336,192,6,2020,University of Michigan-Ann Arbor,Big Ten,MI,2
297,193,6,2016,University of Arkansas,SEC,AR,1
556,193,6,2017,University of Oklahoma,Big 12,OK,1
815,193,6,2018,Indiana State University,MVFC,IN,1
1077,193,6,2019,Elon University,CAA,NC,1
1337,193,6,2020,Pennsylvania State University,Big Ten,PA,1
298,194,6,2016,Colorado State University,MW,CO,1
557,194,6,2017,Oklahoma State University,Big 12,OK,1
816,194,6,2018,Louisiana State University - Baton Rouge,SEC,LA,1
1078,194,6,2019,University of Notre Dame,ACC,IN,1
1338,194,6,2020,University of Nebraska - Lincoln,Big Ten,MA,1
299,195,6,2016,San Jose State University,MW,CA,1
558,195,6,2017,Boise State University,MW,ID,1
817,195,6,2018,Rutgers University,Big Ten,NJ,1
1079,195,6,2019,Central Michigan University,MAC,MI,1
1339,195,6,2020,Wake Forest University,ACC,NC,1
300,196,6,2016,Auburn University,SEC,AL,1
559,196,6,2017,University of Miami,ACC,FL,1
818,196,6,2018,University of Central Arkansas,ASUN,AR,1
1080,196,6,2019,Rutgers University,Big Ten,NJ,1
1340,196,6,2020,Temple University,AAC,PA,1
301,197,6,2016,Northwestern State University of Louisiana,SLC,LA,1
560,197,6,2017,University of Michigan-Ann Arbor,Big Ten,MI,1
819,197,6,2018,The University of Alabama,SEC,AL,1
1081,197,6,2019,Pennsylvania State University,Big Ten,PA,1
1341,197,6,2020,University of Utah,PAC-12,UT,1
302,198,6,2016,University of Wisconsin - Madison,Big Ten,WI,1
561,198,6,2017,University of Mississippi,SEC,MS,1
820,198,6,2018,University of Tennessee,SEC,TN,1
1082,198,6,2019,University of Virginia,ACC,VA,1
1342,198,6,2020,"University of Maryland, College Park",Big Ten,MD,1
303,199,6,2016,University of Mississippi,SEC,MS,1
562,199,6,2017,University of Wyoming,MW,WY,1
821,199,6,2018,Washington State University,PAC-12,WA,1
1083,199,6,2019,Mississippi State University,SEC,MS,1
1343,199,6,2020,Ohio State University,Big Ten,OH,1
304,200,6,2016,Stanford University,PAC-12,CA,1
563,200,6,2017,University of Pittsburgh,ACC,PA,1
822,200,6,2018,Yale University,Ivy League,CT,1
1084,200,6,2019,University of Houston,AAC,TX,1
1344,200,6,2020,University of Southern Mississippi,C-USA,MS,1
305,201,6,2016,University of Arkansas,SEC,AR,1
564,201,6,2017,Virginia Polytechnic Institute and State University,ACC,VA,1
823,201,6,2018,Louisiana Tech University,C-USA,LA,1
1085,201,6,2019,University of South Carolina,SEC,SC,1
1345,201,6,2020,Southern Methodist University,AAC,TX,1
306,202,6,2016,Pennsylvania State University,Big Ten,PA,1
565,202,6,2017,University of Utah,PAC-12,UT,1
824,202,6,2018,University of Wisconsin - Madison,Big Ten,WI,1
1086,202,6,2019,Ohio State University,Big Ten,OH,1
1346,202,6,2020,"University of California, Berkeley",PAC-12,CA,1
307,203,6,2016,Virginia Polytechnic Institute and State University,ACC,VA,1
566,203,6,2017,Coastal Carolina University,SBC,SC,1
825,203,6,2018,University of Nebraska - Lincoln,Big Ten,MA,1
1347,203,6,2020,Oregon State University,PAC-12,OR,1
308,204,6,2016,Pennsylvania State University,Big Ten,PA,1
567,204,6,2017,University of Mississippi,SEC,MS,1
1088,204,6,2019,University of Miami,ACC,FL,1
1348,204,6,2020,University of Wyoming,MW,WY,1
309,205,6,2016,Southeastern Louisiana University,SLC,LA,1
568,205,6,2017,University of Arkansas,SEC,AR,1
827,205,6,2018,University of Louisville,ACC,KY,1
1089,205,6,2019,Kansas State University,Big 12,KS,1
1349,205,6,2020,University of Michigan-Ann Arbor,Big Ten,MI,1
310,206,6,2016,University of Southern Mississippi,C-USA,MS,1
