,player_id,pick,year,t_name,c_name,state
1671,583,219,2017,University of Miami,ACC,FL
1672,843,220,2018,Florida International University,C-USA,FL
1673,584,220,2017,Northwestern State University of Louisiana,SLC,LA
1674,1365,220,2020,Ohio State University,Big Ten,OH
1675,1105,220,2019,Texas A&M University,SEC,TX
1677,324,220,2016,University of Washington,PAC-12,WA
1682,1366,221,2020,Florida International University,C-USA,FL
1683,1106,221,2019,Tulane University,AAC,LA
1685,844,221,2018,University of Houston,AAC,TX
1686,325,221,2016,University of Illinois at Urbana-Champaign,Big Ten,IL
1690,585,221,2017,Washington State University,PAC-12,WA
1691,1367,222,2020,Arizona State University,PAC-12,AZ
1692,1107,222,2019,Florida Atlantic University,C-USA,FL
1693,845,222,2018,San Jose State University,MW,CA
1694,327,222,2016,"University of California, Los Angeles",PAC-12,CA
1697,586,222,2017,"University of Minnesota, Twin Cities",Big Ten,MN
1698,1108,223,2019,South Dakota State University,MVFC,SD
1699,846,223,2018,Temple University,AAC,PA
1700,1368,223,2020,University of Memphis,AAC,TN
1701,587,223,2017,University of South Carolina,SEC,SC
1702,328,223,2016,Western Kentucky University,C-USA,KY
1703,588,224,2017,Arizona State University,PAC-12,AZ
1704,329,224,2016,Michigan State University,Big Ten,MI
1705,847,224,2018,University of Georgia,SEC,GA
1706,1109,224,2019,University of Georgia,SEC,GA
1707,330,225,2016,Arizona State University,PAC-12,AZ
1708,1370,225,2020,Michigan State University,Big Ten,MI
1709,1110,225,2019,North Carolina A & T State University,Big South Conference,NC
1710,848,225,2018,"University of California, Berkeley",PAC-12,CA
1711,589,225,2017,University of Notre Dame,ACC,IN
1712,1111,226,2019,Texas Christian University,Big 12,TX
1713,849,226,2018,University of Arkansas,SEC,AR
1714,331,226,2016,University of Central Arkansas,ASUN,AR
1715,1371,226,2020,University of Colorado Boulder,PAC-12,CO
1716,1112,227,2019,James Madison University,CAA,VA
1717,850,227,2018,Ohio University,MAC,OH
1718,1372,227,2020,Tennessee State University,OVC,TN
1719,591,227,2017,Texas Christian University,Big 12,TX
1720,332,227,2016,Vanderbilt University,SEC,TN
1721,1113,228,2019,Boston College,ACC,MA
1722,592,228,2017,Florida State University,ACC,FL
1723,851,228,2018,Oklahoma State University,Big 12,OK
1724,1373,228,2020,Syracuse University,ACC,NY
1725,333,228,2016,Syracuse University,ACC,NY
1726,1374,229,2020,North Carolina State University - Raleigh,ACC,NC
1727,852,229,2018,The University of New Mexico - Albuquerque,MW,NM
1728,1114,229,2019,University of Arizona,PAC-12,AZ
1729,334,229,2016,University of Houston,AAC,TX
1730,593,229,2017,University of Miami,ACC,FL
1731,1115,230,2019,Prairie View A & M University,SWAC,TX
1732,594,230,2017,University of Louisville,ACC,KY
1733,1375,230,2020,University of Memphis,AAC,TN
1734,853,230,2018,University of Wisconsin - Madison,Big Ten,WI
1735,595,231,2017,Alabama State University,SWAC,AL
1736,1376,231,2020,James Madison University,CAA,VA
1737,854,231,2018,Texas Christian University,Big 12,TX
1738,336,231,2016,"University of California, Los Angeles",PAC-12,CA
1741,1116,231,2019,University of Notre Dame,ACC,IN
1742,337,232,2016,Boston College,ACC,MA
1743,596,232,2017,Kansas State University,Big 12,KS
1744,855,232,2018,"University of California, Berkeley",PAC-12,CA
1745,1117,232,2019,University of Kentucky,SEC,KY
1746,1377,232,2020,University of Nebraska - Lincoln,Big Ten,MA
1750,1118,233,2019,Auburn University,SEC,AL
1751,597,233,2017,Georgia Institute of Technology,ACC,GA
1752,338,233,2016,Louisiana State University - Baton Rouge,SEC,LA
1753,1378,233,2020,Stanford University,PAC-12,CA
1754,1379,234,2020,Baylor University,Big 12,TX
1755,339,234,2016,Louisiana State University - Baton Rouge,SEC,LA
1756,857,234,2018,University of North Carolina at Greensboro,SoCon,NC
1757,598,234,2017,University of Pittsburgh,ACC,PA
1758,1119,234,2019,University of Washington,PAC-12,WA
1763,599,235,2017,Auburn University,SEC,AL
1764,1120,235,2019,Auburn University,SEC,AL
1765,1380,235,2020,Ohio State University,Big Ten,OH
1766,340,235,2016,Sam Houston State University,WAC,TX
1767,858,235,2018,Syracuse University,ACC,NY
1768,1381,236,2020,Texas Christian University,Big 12,TX
1769,859,236,2018,The University of Alabama,SEC,AL
1770,341,236,2016,University of Washington,PAC-12,WA
1775,860,237,2018,San Diego State University,MW,CA
1776,1382,237,2020,Tulane University,AAC,LA
1778,342,237,2016,"University of California, Berkeley",PAC-12,CA
1779,1122,237,2019,University of Georgia,SEC,GA
1780,601,237,2017,Virginia Polytechnic Institute and State University,ACC,VA
1781,343,238,2016,"University of California, Los Angeles",PAC-12,CA
1784,1383,238,2020,University of South Carolina,SEC,SC
1785,602,238,2017,Utah State University,MW,UT
1786,862,239,2018,Mississippi State University,SEC,MS
1787,603,239,2017,Ohio State University,Big Ten,OH
1788,1124,239,2019,University of Oregon,PAC-12,OR
1789,1384,239,2020,University of Pittsburgh,ACC,PA
1790,345,240,2016,Florida State University,ACC,FL
1791,863,240,2018,Middle Tennessee State University,C-USA,TN
1792,1385,240,2020,Mississippi State University,SEC,MS
1793,604,240,2017,University of Miami,ACC,FL
1794,1125,240,2019,University of Utah,PAC-12,UT
1795,346,241,2016,Clemson University,ACC,SC
1796,1386,241,2020,Temple University,AAC,PA
1797,605,241,2017,"University of California, Berkeley",PAC-12,CA
1798,1126,241,2019,University of Oregon,PAC-12,OR
1799,864,241,2018,Virginia Polytechnic Institute and State University,ACC,VA
1800,1127,242,2019,University of Cincinnati,AAC,OH
1801,347,242,2016,University of Georgia,SEC,GA
1802,865,242,2018,University of Miami,ACC,FL
1803,1387,242,2020,University of Miami,ACC,FL
1804,606,242,2017,University of North Carolina at Greensboro,SoCon,NC
1805,607,243,2017,Baylor University,Big 12,TX
1806,1388,243,2020,Marshall University,C-USA,WV
1807,1128,243,2019,Pennsylvania State University,Big Ten,PA
1819,348,243,2016,"University of California, Berkeley",PAC-12,CA
1820,866,243,2018,Western Carolina University,SoCon,NC
1821,349,244,2016,Clemson University,ACC,SC
1822,867,244,2018,Southern Methodist University,AAC,TX
1823,1129,244,2019,University of Idaho,Big Sky Conference,ID
1824,1389,244,2020,University of Iowa,Big Ten,IA
1825,608,244,2017,University of Toledo,MAC,OH
1826,868,245,2018,Louisiana State University - Baton Rouge,SEC,LA
1827,609,245,2017,North Carolina State University - Raleigh,ACC,NC
1828,1130,245,2019,Syracuse University,ACC,NY
1829,350,245,2016,University of Illinois at Urbana-Champaign,Big Ten,IL
1833,1390,245,2020,University of Louisiana at Lafayette,SBC,LA
1834,1391,246,2020,Navy,Independent,VA
1835,351,246,2016,Temple University,AAC,PA
1836,869,246,2018,The University of Alabama,SEC,AL
1837,610,246,2017,University of Colorado Boulder,PAC-12,CO
1838,1131,246,2019,University of Mississippi,SEC,MS
1839,352,247,2016,Clemson University,ACC,SC
1840,1132,247,2019,Colorado State University,MW,CO
1841,611,247,2017,Louisiana State University - Baton Rouge,SEC,LA
1842,870,247,2018,Mississippi State University,SEC,MS
1843,1392,247,2020,"University of Minnesota, Twin Cities",Big Ten,MN
1844,1393,248,2020,Miami University-Oxford,MAC,OH
1845,1133,248,2019,Morgan State University,MEAC,MD
1846,871,248,2018,Southeast Missouri State University,OVC,MO
1847,353,248,2016,University of Iowa,Big Ten,IA
1848,1394,249,2020,Mississippi State University,SEC,MS
1849,613,249,2017,Oklahoma State University,Big 12,OK
1850,1134,249,2019,Temple University,AAC,PA
1851,872,249,2018,University of Toledo,MAC,OH
1852,354,249,2016,Western Kentucky University,C-USA,KY
1853,1395,250,2020,Clemson University,ACC,SC
1854,614,250,2017,Eastern Michigan University,MAC,MI
1855,873,250,2018,Florida State University,ACC,FL
1856,1135,250,2019,United States Air Force Academy,MW,CO
1857,355,250,2016,University of Arizona,PAC-12,AZ
1858,1396,251,2020,Louisiana State University - Baton Rouge,SEC,LA
1859,874,251,2018,Northwestern State University of Louisiana,SLC,LA
1860,1136,251,2019,Texas Tech University,Big 12,TX
1861,615,251,2017,University at Buffalo,MAC,NY
1862,356,251,2016,University of Oregon,PAC-12,OR
1863,1397,252,2020,Florida State University,ACC,FL
1864,357,252,2016,Montana State University,Big Sky Conference,MT
1865,616,252,2017,North Carolina State University - Raleigh,ACC,NC
1866,1137,252,2019,University of Mississippi,SEC,MS
1867,875,252,2018,University of Mississippi,SEC,MS
1868,876,253,2018,Florida State University,ACC,FL
1869,1138,253,2019,Oklahoma State University,Big 12,OK
1870,617,253,2017,University of Mississippi,SEC,MS
1871,358,253,2016,University of Southern Mississippi,C-USA,MS
1872,1139,254,2019,"University of California, Los Angeles",PAC-12,CA
1875,877,254,2018,University of Cincinnati,AAC,OH
1876,1399,254,2020,University of North Dakota,MVFC,ND
1877,1400,255,2020,University of Georgia,SEC,GA
1878,878,255,2018,University of North Carolina at Greensboro,SoCon,NC
1879,879,256,2018,Southern Methodist University,AAC,TX
