,player_id,pick,year,t_name,c_name,state
833,1253,111,2020,University of Georgia,SEC,GA
834,994,112,2019,Stanford University,PAC-12,CA
835,473,112,2017,The University of Alabama,SEC,AL
836,1254,112,2020,"University of California, Los Angeles",PAC-12,CA
839,214,112,2016,University of Georgia,SEC,GA
840,732,112,2018,University of Miami,ACC,FL
841,995,113,2019,Oklahoma State University,Big 12,OK
842,733,113,2018,Pennsylvania State University,Big Ten,PA
854,474,113,2017,University of Miami,ACC,FL
855,1255,113,2020,University of Notre Dame,ACC,IN
856,215,113,2016,West Virginia University,Big 12,WV
857,216,114,2016,Auburn University,SEC,AL
858,734,114,2018,The University of Alabama,SEC,AL
859,475,114,2017,University of Oklahoma,Big 12,OK
860,996,114,2019,University of Oklahoma,Big 12,OK
867,1256,114,2020,University of Utah,PAC-12,UT
868,1257,115,2020,Florida Atlantic University,C-USA,FL
869,997,115,2019,The University of Alabama,SEC,AL
870,217,115,2016,"University of Minnesota, Twin Cities",Big Ten,MN
871,476,115,2017,University of Pittsburgh,ACC,PA
872,735,115,2018,Western Kentucky University,C-USA,KY
873,477,116,2017,Auburn University,SEC,AL
874,1258,116,2020,Saint John's University in Collegeville,DIV-III,
875,218,116,2016,The University of Texas at Austin,Big 12,TX
876,998,116,2019,University of Iowa,Big Ten,IA
877,736,116,2018,University of Kansas,Big 12,KS
878,999,117,2019,Clemson University,ACC,SC
879,478,117,2017,Texas A&M University,SEC,TX
881,737,117,2018,University of Pittsburgh,ACC,PA
882,219,117,2016,University of South Carolina,SEC,SC
883,1259,117,2020,University of South Carolina,SEC,SC
884,220,118,2016,North Carolina State University - Raleigh,ACC,NC
885,738,118,2018,The University of Alabama,SEC,AL
886,1000,118,2019,University of Arkansas,SEC,AR
887,1260,118,2020,University of Missouri,SEC,MS
888,479,118,2017,University of North Carolina at Greensboro,SoCon,NC
889,1261,119,2020,California State University-Fresno,MW,CA
890,480,119,2017,North Carolina A & T State University,Big South Conference,NC
891,221,119,2016,San Jose State University,MW,CA
892,1001,119,2019,University of Miami,ACC,FL
893,739,119,2018,West Virginia University,Big 12,WV
894,1262,120,2020,Florida State University,ACC,FL
895,222,120,2016,University of Manitoba,Foreign,Canada
899,481,120,2017,University of Michigan-Ann Arbor,Big Ten,MI
900,740,120,2018,University of Washington,PAC-12,WA
905,1002,120,2019,West Virginia University,Big 12,WV
906,1263,121,2020,University of Kentucky,SEC,KY
907,482,121,2017,University of Utah,PAC-12,UT
908,741,121,2018,Weber State University,Big Sky Conference,UT
909,1003,121,2019,West Virginia University,Big 12,WV
910,224,122,2016,Baylor University,Big 12,TX
911,483,122,2017,San Diego State University,MW,CA
912,742,122,2018,"University of California, Los Angeles",PAC-12,CA
915,1004,122,2019,University of Kentucky,SEC,KY
916,1264,122,2020,University of Washington,PAC-12,WA
921,225,123,2016,Louisiana State University - Baton Rouge,SEC,LA
922,484,123,2017,Michigan State University,Big Ten,MI
923,743,123,2018,University of Notre Dame,ACC,IN
924,1005,123,2019,University of Oklahoma,Big 12,OK
928,1265,123,2020,University of Tulsa,AAC,OK
929,744,124,2018,Texas A&M University,SEC,TX
931,1266,124,2020,"University of Maryland, College Park",Big Ten,MD
935,226,124,2016,University of Miami,ACC,FL
936,485,124,2017,University of Tennessee,SEC,TN
940,1006,124,2019,Wake Forest University,ACC,NC
941,1007,125,2019,Arizona State University,PAC-12,AZ
942,486,125,2017,Eastern Washington University,Big Sky Conference,WA
943,1267,125,2020,Florida International University,C-USA,FL
944,227,125,2016,Florida State University,ACC,FL
945,745,125,2018,University of Pittsburgh,ACC,PA
946,228,126,2016,Florida State University,ACC,FL
947,1008,126,2019,University of Georgia,SEC,GA
948,487,126,2017,University of Houston,AAC,TX
949,1268,126,2020,University of North Carolina at Greensboro,SoCon,NC
950,746,126,2018,University of Southern Mississippi,C-USA,MS
951,1269,127,2020,Clemson University,ACC,SC
952,747,127,2018,Florida State University,ACC,FL
953,229,127,2016,University of Northern Iowa,MVFC,IA
954,1009,127,2019,University of South Carolina,SEC,SC
955,488,127,2017,University of Toledo,MAC,OH
956,748,128,2018,North Carolina State University - Raleigh,ACC,NC
957,1270,128,2020,University of Central Florida,AAC,FL
958,1010,128,2019,University of Memphis,AAC,TN
959,230,128,2016,University of Missouri,SEC,MS
960,489,128,2017,University of Tennessee,SEC,TN
964,490,129,2017,Florida State University,ACC,FL
965,749,129,2018,North Carolina State University - Raleigh,ACC,NC
966,231,129,2016,Texas Christian University,Big 12,TX
967,1011,129,2019,University of Houston,AAC,TX
968,1271,129,2020,University of North Carolina at Charlotte,C-USA,NC
969,1272,130,2020,Baylor University,Big 12,TX
970,491,130,2017,Bucknell University,Patriot League,PA
971,750,130,2018,Florida State University,ACC,FL
972,232,130,2016,University of Nebraska - Lincoln,Big Ten,MA
976,1012,130,2019,University of Notre Dame,ACC,IN
977,751,131,2018,Arizona State University,PAC-12,AZ
978,1013,131,2019,Indiana State University,MVFC,IN
979,1273,131,2020,Louisiana State University - Baton Rouge,SEC,LA
980,233,131,2016,Stanford University,PAC-12,CA
981,492,131,2017,University of Arkansas,SEC,AR
982,752,132,2018,New Mexico State University,WAC,NM
983,493,132,2017,San Diego State University,MW,CA
984,234,132,2016,University of Michigan-Ann Arbor,Big Ten,MI
985,1014,132,2019,University of Oregon,PAC-12,OR
986,1274,132,2020,University of Oregon,PAC-12,OR
987,1015,133,2019,Auburn University,SEC,AL
988,235,133,2016,Louisiana State University - Baton Rouge,SEC,LA
989,1275,133,2020,Stanford University,PAC-12,CA
990,753,133,2018,University of Missouri,SEC,MS
991,494,133,2017,University of North Carolina at Greensboro,SoCon,NC
992,495,134,2017,Brigham Young University,Independent,UT
993,236,134,2016,Louisiana Tech University,C-USA,LA
994,1276,134,2020,"University of California, Berkeley",PAC-12,CA
995,1016,134,2019,University of Washington,PAC-12,WA
1000,237,135,2016,Mississippi State University,SEC,MS
1001,755,135,2018,Stephen F Austin State University,WAC,TX
1002,1277,135,2020,University of Louisiana at Lafayette,SBC,LA
1003,496,135,2017,University of Tennessee,SEC,TN
1007,1018,136,2019,Ohio State University,Big Ten,OH
1008,497,136,2017,Oregon State University,PAC-12,OR
1009,1278,136,2020,Purdue University - West Lafayette,Big Ten,IN
1010,756,136,2018,University of Mississippi,SEC,MS
1011,238,136,2016,University of Utah,PAC-12,UT
1012,1019,137,2019,Louisiana State University - Baton Rouge,SEC,LA
1013,1279,137,2020,Michigan State University,Big Ten,MI
1014,239,137,2016,Northwestern State University of Louisiana,SLC,LA
1015,757,137,2018,Stanford University,PAC-12,CA
1016,498,137,2017,University of South Carolina,SEC,SC
1017,1280,138,2020,Louisiana Tech University,C-USA,LA
1018,1020,138,2019,Pennsylvania State University,Big Ten,PA
1030,240,138,2016,Princeton University,Ivy League,NJ
1031,499,138,2017,University of Michigan-Ann Arbor,Big Ten,MI
1032,759,138,2018,Washington State University,PAC-12,WA
1033,1281,139,2020,Louisiana Tech University,C-USA,LA
1034,241,139,2016,Ohio State University,Big Ten,OH
1035,1022,139,2019,The University of Alabama,SEC,AL
1036,760,139,2018,University of Miami,ACC,FL
1037,500,139,2017,University of Michigan-Ann Arbor,Big Ten,MI
1038,501,140,2017,Clemson University,ACC,SC
1039,1023,140,2019,Temple University,AAC,PA
1040,243,140,2016,University of Massachusetts Amherst,Independent,NE
1044,1282,140,2020,University of Miami,ACC,FL
1045,761,140,2018,University of Michigan-Ann Arbor,Big Ten,MI
1046,1283,141,2020,Pennsylvania State University,Big Ten,PA
1058,502,141,2017,"University of California, Berkeley",PAC-12,CA
1059,762,141,2018,University of Central Florida,AAC,FL
1060,1024,141,2019,University of Michigan-Ann Arbor,Big Ten,MI
1061,244,141,2016,University of Oklahoma,Big 12,OK
1065,245,142,2016,Appalachian State University,SBC,NC
1066,503,142,2017,Clemson University,ACC,SC
1067,763,142,2018,Kansas State University,Big 12,KS
1068,1284,142,2020,Liberty University,Independent,VA
1072,1025,142,2019,University of Washington,PAC-12,WA
1077,764,143,2018,Purdue University - West Lafayette,Big Ten,IN
1078,246,143,2016,Texas Tech University,Big 12,TX
1079,1285,143,2020,University of Michigan-Ann Arbor,Big Ten,MI
1080,504,143,2017,University of South Florida,AAC,FL
1081,1026,143,2019,University of Wisconsin - Madison,Big Ten,WI
1082,1286,144,2020,University of Miami,ACC,FL
1083,247,144,2016,University of Missouri,SEC,MS
1084,765,144,2018,University of Pennsylvania,Ivy League,PA
1085,1027,144,2019,University of South Carolina,SEC,SC
1086,1287,145,2020,Auburn University,SEC,AL
1087,766,145,2018,University of Delaware,CAA,DE
1088,248,145,2016,University of Georgia,SEC,GA
1089,507,145,2017,University of Michigan-Ann Arbor,Big Ten,MI
1090,1028,145,2019,University of Utah,PAC-12,UT
1091,249,146,2016,Grand Valley State University,DIV-II,MI
1092,767,146,2018,Oklahoma State University,Big 12,OK
1093,1029,146,2019,Pennsylvania State University,Big Ten,PA
1105,508,146,2017,University of Iowa,Big Ten,IA
1106,1288,146,2020,University of Wisconsin - Madison,Big Ten,WI
1107,1030,147,2019,Florida State University,ACC,FL
1108,250,147,2016,"University of Maryland, College Park",Big Ten,MD
1112,1290,147,2020,University of Notre Dame,ACC,IN
1113,768,147,2018,University of Virginia,ACC,VA
1118,510,148,2017,Ohio University,MAC,OH
1119,769,148,2018,Pennsylvania State University,Big Ten,PA
1131,1291,148,2020,Syracuse University,ACC,NY
1132,1031,148,2019,University of Arkansas,SEC,AR
1133,251,148,2016,"University of California, Los Angeles",PAC-12,CA
1136,1292,149,2020,Ball State University,MAC,IN
1137,1032,149,2019,Clemson University,ACC,SC
1138,511,149,2017,San Diego State University,MW,CA
1139,770,149,2018,The University of Texas at Austin,Big 12,TX
1140,252,149,2016,"University of California, Los Angeles",PAC-12,CA
1143,512,150,2017,Clemson University,ACC,SC
1144,253,150,2016,Indiana State University,MVFC,IN
1145,1033,150,2019,Texas A&M University,SEC,TX
1147,771,150,2018,University of Memphis,AAC,TN
1148,1293,150,2020,University of Oregon,PAC-12,OR
1149,513,151,2017,University of Iowa,Big Ten,IA
1150,1294,151,2020,University of Virginia,ACC,VA
1155,1034,151,2019,University of Wisconsin - Madison,Big Ten,WI
1156,254,151,2016,Washington State University,PAC-12,WA
1157,255,152,2016,Temple University,AAC,PA
1158,773,152,2018,University of Arizona,PAC-12,AZ
1159,514,152,2017,University of Miami,ACC,FL
1160,1035,152,2019,University of Pittsburgh,ACC,PA
1161,1295,152,2020,West Virginia University,Big 12,WV
1162,1036,153,2019,The University of Alabama,SEC,AL
1163,515,153,2017,University of Memphis,AAC,TN
1164,774,153,2018,University of Oregon,PAC-12,OR
1165,1296,153,2020,West Virginia University,Big 12,WV
1166,256,153,2016,West Virginia University,Big 12,WV
1167,1037,154,2019,Florida State University,ACC,FL
1168,775,154,2018,Jacksonville State University,ASUN,AL
1169,516,154,2017,University of Arkansas,SEC,AR
1170,257,154,2016,"University of California, Los Angeles",PAC-12,CA
1173,1297,154,2020,University of North Carolina at Greensboro,SoCon,NC
1174,1038,155,2019,The University of Alabama,SEC,AL
1175,776,155,2018,"University of California, Los Angeles",PAC-12,CA
1178,517,155,2017,"University of California, Los Angeles",PAC-12,CA
1181,258,155,2016,University of North Dakota,MVFC,ND
1182,1298,155,2020,University of Tulsa,AAC,OK
1183,1299,156,2020,San Diego State University,MW,CA
1184,259,156,2016,University of Arkansas,SEC,AR
1185,1039,156,2019,University of Oregon,PAC-12,OR
1186,777,156,2018,University of Wisconsin - Madison,Big Ten,WI
1187,518,156,2017,University of Wyoming,MW,WY
1188,1300,157,2020,Auburn University,SEC,AL
1189,778,157,2018,Central Michigan University,MAC,MI
1190,260,157,2016,Southern Utah University,Big Sky Conference,UT
1191,1040,157,2019,"University of Minnesota, Twin Cities",Big Ten,MN
1192,519,157,2017,Vanderbilt University,SEC,TN
1193,520,158,2017,Temple University,AAC,PA
1194,1041,158,2019,University of Miami,ACC,FL
1195,261,158,2016,University of South Carolina,SEC,SC
1196,779,158,2018,University of Virginia,ACC,VA
1197,1301,158,2020,University of Virginia,ACC,VA
1206,1302,159,2020,Marshall University,C-USA,WV
1207,521,159,2017,Texas A&M University,SEC,TX
1209,1042,159,2019,"University of Maryland, College Park",Big Ten,MD
1213,780,159,2018,University of Northern Iowa,MVFC,IA
1214,262,159,2016,West Virginia University,Big 12,WV
1215,522,160,2017,Florida State University,ACC,FL
1216,1043,160,2019,Texas A&M University,SEC,TX
1218,263,160,2016,University of Missouri,SEC,MS
1219,781,160,2018,University of Oklahoma,Big 12,OK
1223,1303,160,2020,University of Washington,PAC-12,WA
1228,264,161,2016,Arizona State University,PAC-12,AZ
1229,523,161,2017,Northwestern State University of Louisiana,SLC,LA
1230,1044,161,2019,The University of Texas at Austin,Big 12,TX
1231,782,161,2018,"University of Maryland, College Park",Big Ten,MD
1235,1304,161,2020,"University of Minnesota, Twin Cities",Big Ten,MN
1236,524,162,2017,Boise State University,MW,ID
1237,265,162,2016,Stanford University,PAC-12,CA
1238,783,162,2018,"University of California, Los Angeles",PAC-12,CA
1241,1305,162,2020,University of Michigan-Ann Arbor,Big Ten,MI
1242,1045,162,2019,University of South Carolina,SEC,SC
1243,525,163,2017,Boston College,ACC,MA
1244,1306,163,2020,Georgia Southern University,SBC,GA
1245,1046,163,2019,Stanford University,PAC-12,CA
1246,266,163,2016,"University of California, Berkeley",PAC-12,CA
1247,784,163,2018,Virginia Polytechnic Institute and State University,ACC,VA
1248,1307,164,2020,Boise State University,MW,ID
1249,1047,164,2019,Tarleton State University,WAC,TX
1250,267,164,2016,Texas Christian University,Big 12,TX
1251,526,164,2017,University of Utah,PAC-12,UT
1252,785,164,2018,University of Wisconsin - Madison,Big Ten,WI
1253,786,165,2018,North Carolina State University - Raleigh,ACC,NC
1254,1308,165,2020,The University of Texas at Austin,Big 12,TX
1255,1048,165,2019,University of Miami,ACC,FL
1256,527,165,2017,University of San Diego,PFL,CA
1257,269,166,2016,Clemson University,ACC,SC
1258,1049,166,2019,University of North Dakota,MVFC,ND
1259,1309,166,2020,University of Wisconsin - Madison,Big Ten,WI
1260,787,166,2018,Virginia Polytechnic Institute and State University,ACC,VA
1261,528,166,2017,West Virginia University,Big 12,WV
1262,788,167,2018,Auburn University,SEC,AL
1263,1050,167,2019,Northwestern State University of Louisiana,SLC,LA
1264,1310,167,2020,University of Georgia,SEC,GA
1265,529,167,2017,Youngstown State University,MVFC,OH
1266,271,168,2016,Baylor University,Big 12,TX
1267,1311,168,2020,Boise State University,MW,ID
1268,789,168,2018,Ohio State University,Big Ten,OH
1269,1051,168,2019,University of Georgia,SEC,GA
1270,530,168,2017,Wake Forest University,ACC,NC
1271,272,169,2016,Georgia Southern University,SBC,GA
1272,531,169,2017,Oregon State University,PAC-12,OR
1273,1312,169,2020,Temple University,AAC,PA
1274,790,169,2018,University of Mississippi,SEC,MS
1275,1052,169,2019,University of Wisconsin - Madison,Big Ten,WI
1276,273,170,2016,Harvard University,Ivy League,MA
1277,1313,170,2020,Texas Tech University,Big 12,TX
1278,1053,170,2019,University of Oklahoma,Big 12,OK
1282,532,170,2017,University of South Florida,AAC,FL
1283,1054,171,2019,Auburn University,SEC,AL
1284,274,171,2016,University of Arkansas,SEC,AR
1285,533,171,2017,University of Pittsburgh,ACC,PA
1286,1314,171,2020,University of Rhode Island,CAA,RI
1287,792,171,2018,Western Kentucky University,C-USA,KY
1288,275,172,2016,Colorado State University,MW,CO
1289,1315,172,2020,New Mexico State University,WAC,NM
1290,793,172,2018,The University of Alabama,SEC,AL
1291,534,172,2017,University of Georgia,SEC,GA
1292,1055,172,2019,University of Washington,PAC-12,WA
1297,794,173,2018,Florida State University,ACC,FL
1298,1316,173,2020,Tulane University,AAC,LA
1300,1056,173,2019,University of North Carolina at Greensboro,SoCon,NC
1301,535,173,2017,University of Utah,PAC-12,UT
1302,1058,174,2019,California State University-Fresno,MW,CA
1303,536,174,2017,Drake University,PFL,IA
1304,1317,174,2020,North Carolina State University - Raleigh,ACC,NC
1305,277,174,2016,University of Mississippi,SEC,MS
1306,795,174,2018,University of South Florida,AAC,FL
1307,1059,175,2019,Northern Illinois University,MAC,IL
1308,537,175,2017,Purdue University - West Lafayette,Big Ten,IN
1309,797,175,2018,Texas A&M University,SEC,TX
1311,278,175,2016,The University of Akron,MAC,OH
1312,1318,175,2020,"University of Minnesota, Twin Cities",Big Ten,MN
1313,1060,176,2019,Stanford University,PAC-12,CA
1314,1319,176,2020,University of Miami,ACC,FL
1315,280,176,2016,University of Nebraska - Lincoln,Big Ten,MA
1319,798,176,2018,University of Tennessee,SEC,TN
1323,538,176,2017,University of Utah,PAC-12,UT
1324,539,177,2017,Louisiana Tech University,C-USA,LA
1325,1061,177,2019,Rutgers University,Big Ten,NJ
1326,281,177,2016,South Carolina State University,MEAC,SC
1327,1320,177,2020,University of Michigan-Ann Arbor,Big Ten,MI
1328,799,177,2018,Wake Forest University,ACC,NC
1329,800,178,2018,Arizona State University,PAC-12,AZ
1330,282,178,2016,Georgia Institute of Technology,ACC,GA
1331,540,178,2017,Louisiana State University - Baton Rouge,SEC,LA
1332,1321,178,2020,Wake Forest University,ACC,NC
1333,1062,178,2019,Washington State University,PAC-12,WA
1334,283,179,2016,Texas A&M University,SEC,TX
1336,801,179,2018,Tulane University,AAC,LA
1338,1063,179,2019,University of Georgia,SEC,GA
1339,541,179,2017,University of North Carolina at Greensboro,SoCon,NC
1340,1322,179,2020,University of Utah,PAC-12,UT
1341,802,180,2018,Central Connecticut State University,NEC,CT
1342,1324,180,2020,University of Kansas,Big 12,KS
1343,542,180,2017,University of Miami,ACC,FL
1344,1325,181,2020,California State University-Fresno,MW,CA
1345,285,181,2016,The University of Montana,Big Sky Conference,MT
1346,1065,181,2019,University of Miami,ACC,FL
1347,803,181,2018,University of Utah,PAC-12,UT
1348,286,182,2016,Navy,Independent,VA
1349,804,182,2018,Pennsylvania State University,Big Ten,PA
1361,1066,182,2019,Texas A&M University,SEC,TX
1363,1326,182,2020,University of Michigan-Ann Arbor,Big Ten,MI
1364,544,182,2017,University of Texas at El Paso,C-USA,TX
1368,805,183,2018,Arizona State University,PAC-12,AZ
1369,545,183,2017,Georgia Southern University,SBC,GA
1370,1327,183,2020,Pennsylvania State University,Big Ten,PA
1382,287,183,2016,University of Oklahoma,Big 12,OK
1386,1067,183,2019,Vanderbilt University,SEC,TN
1387,1328,184,2020,Baylor University,Big 12,TX
1388,806,184,2018,Florida State University,ACC,FL
1389,1068,184,2019,Old Dominion University,C-USA,VA
1390,546,184,2017,University of Nebraska - Lincoln,Big Ten,MA
1394,288,184,2016,University of South Carolina,SEC,SC
1395,807,185,2018,Clemson University,ACC,SC
1396,289,185,2016,College of William and Mary,CAA,VA
1397,548,185,2017,Florida State University,ACC,FL
1398,1329,185,2020,Louisiana State University - Baton Rouge,SEC,LA
1399,1069,185,2019,University of Toledo,MAC,OH
1400,808,186,2018,Temple University,AAC,PA
1401,290,186,2016,Texas Tech University,Big 12,TX
1402,1070,186,2019,"University of Maryland, College Park",Big Ten,MD
1406,1330,186,2020,University of Notre Dame,ACC,IN
1407,549,186,2017,Virginia Polytechnic Institute and State University,ACC,VA
1408,809,187,2018,Clemson University,ACC,SC
1409,291,187,2016,Indiana State University,MVFC,IN
1410,550,187,2017,University of Cincinnati,AAC,OH
1411,1071,187,2019,University of Colorado Boulder,PAC-12,CO
1412,1331,187,2020,University of Michigan-Ann Arbor,Big Ten,MI
1413,1332,188,2020,Georgia Southern University,SBC,GA
1414,292,188,2016,The University of Texas at San Antonio,C-USA,TX
1417,551,188,2017,University of Louisiana at Lafayette,SBC,LA
1418,810,188,2018,University of Louisiana at Lafayette,SBC,LA
1419,1072,188,2019,West Virginia University,Big 12,WV
1420,811,189,2018,Boston College,ACC,MA
1421,1333,189,2020,Oregon State University,PAC-12,OR
1422,293,189,2016,Purdue University - West Lafayette,Big Ten,IN
1423,1073,189,2019,Southeast Missouri State University,OVC,MO
1424,552,189,2017,Tulane University,AAC,LA
1426,812,190,2018,The University of Texas at Austin,Big 12,TX
1427,1074,190,2019,University of Arkansas,SEC,AR
1428,1334,190,2020,University of Georgia,SEC,GA
1429,294,190,2016,University of Kentucky,SEC,KY
1430,553,190,2017,University of Utah,PAC-12,UT
1431,554,191,2017,Louisiana Tech University,C-USA,LA
1432,1335,191,2020,Texas A&M University,SEC,TX
1434,813,191,2018,Texas Tech University,Big 12,TX
1435,295,191,2016,University of Michigan-Ann Arbor,Big Ten,MI
1436,1075,191,2019,University of Wyoming,MW,WY
1437,296,192,2016,Texas Christian University,Big 12,TX
1438,1076,192,2019,The University of Alabama,SEC,AL
1439,1336,192,2020,University of Michigan-Ann Arbor,Big Ten,MI
1440,1077,193,2019,Elon University,CAA,NC
1441,815,193,2018,Indiana State University,MVFC,IN
1442,1337,193,2020,Pennsylvania State University,Big Ten,PA
1454,297,193,2016,University of Arkansas,SEC,AR
1455,556,193,2017,University of Oklahoma,Big 12,OK
1459,298,194,2016,Colorado State University,MW,CO
1460,816,194,2018,Louisiana State University - Baton Rouge,SEC,LA
1461,557,194,2017,Oklahoma State University,Big 12,OK
1462,1338,194,2020,University of Nebraska - Lincoln,Big Ten,MA
1466,1078,194,2019,University of Notre Dame,ACC,IN
1467,558,195,2017,Boise State University,MW,ID
1468,1079,195,2019,Central Michigan University,MAC,MI
1469,817,195,2018,Rutgers University,Big Ten,NJ
1470,299,195,2016,San Jose State University,MW,CA
1471,1339,195,2020,Wake Forest University,ACC,NC
1472,300,196,2016,Auburn University,SEC,AL
1473,1080,196,2019,Rutgers University,Big Ten,NJ
1474,1340,196,2020,Temple University,AAC,PA
1475,818,196,2018,University of Central Arkansas,ASUN,AR
1476,559,196,2017,University of Miami,ACC,FL
1477,301,197,2016,Northwestern State University of Louisiana,SLC,LA
1478,1081,197,2019,Pennsylvania State University,Big Ten,PA
1490,819,197,2018,The University of Alabama,SEC,AL
1491,560,197,2017,University of Michigan-Ann Arbor,Big Ten,MI
1492,1341,197,2020,University of Utah,PAC-12,UT
1493,1342,198,2020,"University of Maryland, College Park",Big Ten,MD
1497,561,198,2017,University of Mississippi,SEC,MS
1498,820,198,2018,University of Tennessee,SEC,TN
1502,1082,198,2019,University of Virginia,ACC,VA
1507,302,198,2016,University of Wisconsin - Madison,Big Ten,WI
1508,1083,199,2019,Mississippi State University,SEC,MS
1509,1343,199,2020,Ohio State University,Big Ten,OH
1510,303,199,2016,University of Mississippi,SEC,MS
1511,562,199,2017,University of Wyoming,MW,WY
1512,821,199,2018,Washington State University,PAC-12,WA
1513,304,200,2016,Stanford University,PAC-12,CA
1514,1084,200,2019,University of Houston,AAC,TX
1515,563,200,2017,University of Pittsburgh,ACC,PA
1516,1344,200,2020,University of Southern Mississippi,C-USA,MS
1517,822,200,2018,Yale University,Ivy League,CT
1518,823,201,2018,Louisiana Tech University,C-USA,LA
1519,1345,201,2020,Southern Methodist University,AAC,TX
1520,305,201,2016,University of Arkansas,SEC,AR
1521,1085,201,2019,University of South Carolina,SEC,SC
1522,564,201,2017,Virginia Polytechnic Institute and State University,ACC,VA
1523,1086,202,2019,Ohio State University,Big Ten,OH
1524,306,202,2016,Pennsylvania State University,Big Ten,PA
1536,1346,202,2020,"University of California, Berkeley",PAC-12,CA
1537,565,202,2017,University of Utah,PAC-12,UT
1538,824,202,2018,University of Wisconsin - Madison,Big Ten,WI
1539,566,203,2017,Coastal Carolina University,SBC,SC
1540,1347,203,2020,Oregon State University,PAC-12,OR
1541,825,203,2018,University of Nebraska - Lincoln,Big Ten,MA
1545,307,203,2016,Virginia Polytechnic Institute and State University,ACC,VA
1546,308,204,2016,Pennsylvania State University,Big Ten,PA
1558,1088,204,2019,University of Miami,ACC,FL
1559,567,204,2017,University of Mississippi,SEC,MS
1560,1348,204,2020,University of Wyoming,MW,WY
1561,1089,205,2019,Kansas State University,Big 12,KS
1562,309,205,2016,Southeastern Louisiana University,SLC,LA
1563,568,205,2017,University of Arkansas,SEC,AR
1564,827,205,2018,University of Louisville,ACC,KY
1565,1349,205,2020,University of Michigan-Ann Arbor,Big Ten,MI
1566,1350,206,2020,Georgia Institute of Technology,ACC,GA
1567,1090,206,2019,North Carolina State University - Raleigh,ACC,NC
1568,828,206,2018,Texas Christian University,Big 12,TX
1569,310,206,2016,University of Southern Mississippi,C-USA,MS
1570,569,206,2017,Virginia Polytechnic Institute and State University,ACC,VA
1571,311,207,2016,Louisiana Tech University,C-USA,LA
1572,1351,207,2020,Oregon State University,PAC-12,OR
1573,1091,207,2019,The University of Akron,MAC,OH
1574,570,207,2017,University of Houston,AAC,TX
1575,829,207,2018,University of Notre Dame,ACC,IN
1576,571,208,2017,Auburn University,SEC,AL
1577,830,208,2018,Boise State University,MW,ID
1578,1092,208,2019,Bowling Green State University,MAC,OH
1579,312,208,2016,Eastern Illinois University,OVC,IL
1580,1352,208,2020,University of Oregon,PAC-12,OR
1581,1093,209,2019,Florida State University,ACC,FL
1582,572,209,2017,Georgia State University,SBC,GA
1583,1353,209,2020,Indiana State University,MVFC,IN
1584,831,209,2018,University of Southern Mississippi,C-USA,MS
1585,313,209,2016,University of Virginia,ACC,VA
1590,1094,210,2019,Auburn University,SEC,AL
1591,1354,210,2020,Auburn University,SEC,AL
1592,314,210,2016,Baylor University,Big 12,TX
1593,573,210,2017,Mississippi State University,SEC,MS
1594,832,210,2018,University of Miami,ACC,FL
1595,315,211,2016,Florida State University,ACC,FL
1596,833,211,2018,Mississippi State University,SEC,MS
1597,574,211,2017,"University of California, Los Angeles",PAC-12,CA
1600,1355,211,2020,University of Massachusetts Amherst,Independent,NE
1604,1095,211,2019,University of Oklahoma,Big 12,OK
1608,316,212,2016,Central Michigan University,MAC,MI
1609,1096,212,2019,University of South Carolina,SEC,SC
1610,575,212,2017,University of South Florida,AAC,FL
1611,834,212,2018,Wagner College,NEC,NY
1612,1356,212,2020,Washington State University,PAC-12,WA
1613,835,213,2018,Appalachian State University,SBC,NC
1614,317,213,2016,Michigan State University,Big Ten,MI
1615,1097,213,2019,Texas A&M University,SEC,TX
1617,576,213,2017,University of Louisville,ACC,KY
1618,1357,213,2020,University of Michigan-Ann Arbor,Big Ten,MI
1619,1358,214,2020,Florida State University,ACC,FL
1620,836,214,2018,Stanford University,PAC-12,CA
1621,318,214,2016,University of Houston,AAC,TX
1622,577,214,2017,University of Washington,PAC-12,WA
1627,1098,214,2019,Utah State University,MW,UT
1628,1360,215,2020,Purdue University - West Lafayette,Big Ten,IN
1629,319,215,2016,Texas Christian University,Big 12,TX
1630,837,215,2018,The University of Alabama,SEC,AL
1631,578,215,2017,University of Miami,ACC,FL
1632,1100,215,2019,University of Missouri,SEC,MS
1633,320,216,2016,Eastern Michigan University,MAC,MI
1634,579,216,2017,Florida State University,ACC,FL
1635,1361,216,2020,University of Arkansas,SEC,AR
1636,1101,216,2019,University of Illinois at Urbana-Champaign,Big Ten,IL
1640,838,216,2018,University of Washington,PAC-12,WA
1645,321,217,2016,Baylor University,Big 12,TX
1646,580,217,2017,The University of Tennessee,OVC,TN
1648,1102,217,2019,The University of Texas at Austin,Big 12,TX
1649,1362,217,2020,University of Tennessee,SEC,TN
1653,839,217,2018,University of Washington,PAC-12,WA
1658,1103,218,2019,Ohio State University,Big Ten,OH
1659,840,218,2018,Tulane University,AAC,LA
1661,1363,218,2020,"University of Minnesota, Twin Cities",Big Ten,MN
1662,581,218,2017,University of South Carolina,SEC,SC
1663,322,218,2016,University of South Carolina,SEC,SC
1664,842,219,2018,Louisiana State University - Baton Rouge,SEC,LA
1665,323,219,2016,University of Arizona,PAC-12,AZ
1666,1364,219,2020,University of Iowa,Big Ten,IA
1667,1104,219,2019,"University of Maryland, College Park",Big Ten,MD
